iso_i,iso_n,country_i,country_n,date,dD_hat_c,dS_hat_c
IND,DEU,india,germany,164,1.1289724,1.080399
IND,GRC,india,greece,164,1.0285104,1.0317792
IND,IND,india,india,164,1,1
IND,ITA,india,italy,164,1.1142023,1.0962536
IND,JPN,india,japan,164,0.95734745,0.98622214
IND,MEX,india,mexico,164,1.0134176,1.0572683
IND,POL,india,poland,164,1.0549064,1.1265428
IND,ROU,india,romania,164,1.1208598,0.93031729
IND,KOR,india,southkorea,164,1.0436529,0.87886287
IND,ESP,india,spain,164,1.0969138,1.0803696
IND,SWE,india,sweden,164,1.0358547,1.0154575
IND,GBR,india,unitedkingdom,164,0.98632149,1.0039666
IND,USA,india,unitedstates,164,1.0027371,0.98795289
IND,ROW,india,zz_row,164,1.0320167,1.0630364
ITA,AUT,italy,austria,164,0.98450692,0.95281778
ITA,CAN,italy,canada,164,0.85083212,0.89166702
ITA,CZE,italy,czechrepublic,164,0.99819708,1.0259244
ITA,DNK,italy,denmark,164,1.0066018,0.97404584
ITA,FIN,italy,finland,164,0.97413765,0.96518104
ITA,DEU,italy,germany,164,1.0229587,0.98727728
ITA,GRC,italy,greece,164,1.1430988,1.1848361
ITA,IND,italy,india,164,0.85472419,0.85464611
ITA,ITA,italy,italy,164,1,1
ITA,JPN,italy,japan,164,0.82835058,0.80926953
ITA,MEX,italy,mexico,164,0.97087393,0.87208643
ITA,POL,italy,poland,164,1.0078672,1.0737577
ITA,ROU,italy,romania,164,0.95166056,0.90073837
ITA,KOR,italy,southkorea,164,0.76725574,0.77139446
ITA,ESP,italy,spain,164,0.98590468,1.0033535
ITA,SWE,italy,sweden,164,0.92402816,0.92356589
ITA,GBR,italy,unitedkingdom,164,0.90698019,0.91737785
ITA,USA,italy,unitedstates,164,0.90172373,0.88942896
ITA,ROW,italy,zz_row,164,0.91237707,0.8942426
JPN,AUT,japan,austria,164,1.2406093,1.1657758
JPN,CAN,japan,canada,164,1.0894059,1.1089262
JPN,CZE,japan,czechrepublic,164,1.2140625,1.1727754
JPN,DNK,japan,denmark,164,1.1271875,1.1019947
JPN,FIN,japan,finland,164,1.2294134,1.202058
JPN,DEU,japan,germany,164,1.1901834,1.1487669
JPN,GRC,japan,greece,164,1.1887984,1.0703106
JPN,IND,japan,india,164,1.2078568,1.0464672
JPN,ITA,japan,italy,164,1.1217993,1.1528294
JPN,JPN,japan,japan,164,1,1
JPN,MEX,japan,mexico,164,0.9987927,1.0374956
JPN,POL,japan,poland,164,1.2355226,1.2716842
JPN,ROU,japan,romania,164,1.3191732,1.1711156
JPN,KOR,japan,southkorea,164,0.98270814,0.97328343
JPN,ESP,japan,spain,164,1.2086138,1.2150168
JPN,SWE,japan,sweden,164,1.1640165,1.1941433
JPN,GBR,japan,unitedkingdom,164,1.1089774,1.1499776
JPN,USA,japan,unitedstates,164,1.0843228,1.1055872
JPN,ROW,japan,zz_row,164,1.1579197,1.1459426
MEX,AUT,mexico,austria,164,1.0596143,0.95656607
MEX,CAN,mexico,canada,164,0.97692049,0.96687289
MEX,CZE,mexico,czechrepublic,164,0.89914941,1.0716536
MEX,DNK,mexico,denmark,164,1.2025153,1.2721937
MEX,FIN,mexico,finland,164,1.175153,1.0696875
MEX,DEU,mexico,germany,164,1.0527567,1.1257847
MEX,GRC,mexico,greece,164,1.2763574,1.3613434
MEX,IND,mexico,india,164,0.68868688,1.5571413
MEX,ITA,mexico,italy,164,1.2426563,0.91465519
MEX,JPN,mexico,japan,164,0.88664137,0.9083056
MEX,MEX,mexico,mexico,164,1,1
MEX,POL,mexico,poland,164,1.09587,1.3407245
MEX,ROU,mexico,romania,164,1.0367533,0.92941792
MEX,KOR,mexico,southkorea,164,0.98563535,0.9189236
MEX,ESP,mexico,spain,164,1.3021493,1.2402292
MEX,SWE,mexico,sweden,164,1.1871555,0.98491982
MEX,GBR,mexico,unitedkingdom,164,1.0134062,0.98246055
MEX,USA,mexico,unitedstates,164,0.97388117,1.0035365
MEX,ROW,mexico,zz_row,164,1.2290805,1.1199209
POL,AUT,poland,austria,164,0.90185031,0.85381182
POL,CAN,poland,canada,164,0.82941362,0.93092558
POL,CZE,poland,czechrepublic,164,1.0019194,0.9638199
POL,DNK,poland,denmark,164,0.94336355,0.96465752
POL,FIN,poland,finland,164,0.82848245,0.89812765
POL,DEU,poland,germany,164,0.96215774,0.93446058
POL,GRC,poland,greece,164,1.0179802,1.0586255
POL,IND,poland,india,164,1.0320652,0.76764219
POL,ITA,poland,italy,164,0.89426636,0.91696295
POL,JPN,poland,japan,164,0.80171911,0.8421471
POL,MEX,poland,mexico,164,0.73160129,0.86864783
POL,POL,poland,poland,164,1,1
POL,ROU,poland,romania,164,0.90288632,0.86470041
POL,KOR,poland,southkorea,164,0.66038015,0.75090831
POL,ESP,poland,spain,164,0.82403046,0.96198522
POL,SWE,poland,sweden,164,0.92004706,0.89299708
POL,GBR,poland,unitedkingdom,164,0.84631859,0.89058508
POL,USA,poland,unitedstates,164,0.97957007,0.81297769
POL,ROW,poland,zz_row,164,0.92354432,0.90528081
ROU,AUT,romania,austria,164,1.0649803,0.89637309
ROU,CAN,romania,canada,164,0.90100849,0.91132023
ROU,CZE,romania,czechrepublic,164,1.0332736,0.93306392
ROU,DNK,romania,denmark,164,1.4756922,0.83442112
ROU,FIN,romania,finland,164,0.82611985,0.6606681
ROU,DEU,romania,germany,164,1.0837825,0.9576017
ROU,GRC,romania,greece,164,0.90196631,0.89788175
ROU,IND,romania,india,164,1.2746461,0.77935142
ROU,ITA,romania,italy,164,1.0982694,0.94325188
ROU,JPN,romania,japan,164,0.88525024,0.89570722
ROU,MEX,romania,mexico,164,1.0601559,0.79835257
ROU,POL,romania,poland,164,1.0460447,1.0848491
ROU,ROU,romania,romania,164,1,1
ROU,KOR,romania,southkorea,164,0.73614636,0.73132678
ROU,ESP,romania,spain,164,1.025166,0.90985153
ROU,SWE,romania,sweden,164,1.273371,0.95534943
ROU,GBR,romania,unitedkingdom,164,0.71825349,0.87052618
ROU,USA,romania,unitedstates,164,0.87636079,0.77072523
ROU,ROW,romania,zz_row,164,1.0954186,0.94632593
KOR,AUT,southkorea,austria,164,1.1784993,0.85857374
KOR,CAN,southkorea,canada,164,1.1033389,1.1150291
KOR,CZE,southkorea,czechrepublic,164,1.1645319,1.2766304
KOR,DNK,southkorea,denmark,164,0.89683677,1.290502
KOR,FIN,southkorea,finland,164,1.6308287,1.1995194
KOR,DEU,southkorea,germany,164,1.3375321,1.2349349
KOR,GRC,southkorea,greece,164,1.3484119,1.0632758
KOR,IND,southkorea,india,164,1.0654037,1.136888
KOR,ITA,southkorea,italy,164,1.144765,1.0641153
KOR,JPN,southkorea,japan,164,0.96307917,1.0213844
KOR,MEX,southkorea,mexico,164,1.1146144,1.0915258
KOR,POL,southkorea,poland,164,1.3855717,1.1614024
KOR,ROU,southkorea,romania,164,1.353308,1.1423057
KOR,KOR,southkorea,southkorea,164,1,1
KOR,ESP,southkorea,spain,164,1.032595,1.1754644
KOR,SWE,southkorea,sweden,164,1.1241663,1.265649
KOR,GBR,southkorea,unitedkingdom,164,1.088123,1.092401
KOR,USA,southkorea,unitedstates,164,1.1038023,1.1166493
KOR,ROW,southkorea,zz_row,164,1.0538349,1.1631193
ESP,AUT,spain,austria,164,0.90229369,0.96283328
ESP,CAN,spain,canada,164,0.79449709,0.88964747
ESP,CZE,spain,czechrepublic,164,1.0147101,1.0190685
ESP,DNK,spain,denmark,164,0.96945499,0.98111198
ESP,FIN,spain,finland,164,1.0009456,0.93494669
ESP,DEU,spain,germany,164,1.0438179,0.99052572
ESP,GRC,spain,greece,164,1.0456484,1.1959568
ESP,IND,spain,india,164,0.72152245,0.91221146
ESP,ITA,spain,italy,164,0.9926413,1.0214148
ESP,JPN,spain,japan,164,0.80835837,0.85285111
ESP,MEX,spain,mexico,164,0.82203491,0.90051257
ESP,POL,spain,poland,164,0.98571179,1.0214164
ESP,ROU,spain,romania,164,0.74447232,0.9043103
ESP,KOR,spain,southkorea,164,0.72530119,0.78720609
ESP,ESP,spain,spain,164,1,1
ESP,SWE,spain,sweden,164,0.91432015,0.92610004
ESP,GBR,spain,unitedkingdom,164,0.84421162,0.9112167
ESP,USA,spain,unitedstates,164,0.92804082,0.94055763
ESP,ROW,spain,zz_row,164,0.91154172,0.90203169
SWE,AUT,sweden,austria,164,1.1986408,1.0284517
SWE,CAN,sweden,canada,164,0.89634794,0.85308514
SWE,CZE,sweden,czechrepublic,164,1.1690456,1.0287452
SWE,DNK,sweden,denmark,164,1.1143755,1.011488
SWE,FIN,sweden,finland,164,1.0815337,1.0304263
SWE,DEU,sweden,germany,164,1.10353,1.0417729
SWE,GRC,sweden,greece,164,1.1280932,1.2128102
SWE,IND,sweden,india,164,1.0936373,0.99539572
SWE,ITA,sweden,italy,164,1.0612812,0.99332198
SWE,JPN,sweden,japan,164,0.96039975,0.88646592
SWE,MEX,sweden,mexico,164,1.3116623,1.0467926
SWE,POL,sweden,poland,164,1.2084724,1.0753304
SWE,ROU,sweden,romania,164,1.5010388,0.93626887
SWE,KOR,sweden,southkorea,164,1.0014036,0.80015535
SWE,ESP,sweden,spain,164,1.1241332,1.006888
SWE,SWE,sweden,sweden,164,1,1
SWE,GBR,sweden,unitedkingdom,164,1.1361796,0.88692189
SWE,USA,sweden,unitedstates,164,1.0015511,1.0723092
SWE,ROW,sweden,zz_row,164,1.0282137,1.0299503
GBR,AUT,unitedkingdom,austria,164,1.1427975,1.0058201
GBR,CAN,unitedkingdom,canada,164,1.0664128,0.95466343
GBR,CZE,unitedkingdom,czechrepublic,164,1.0520215,1.0503137
GBR,DNK,unitedkingdom,denmark,164,1.161959,1.04847
GBR,FIN,unitedkingdom,finland,164,1.0418731,1.0353629
GBR,DEU,unitedkingdom,germany,164,1.0647956,1.0822467
GBR,GRC,unitedkingdom,greece,164,1.2569501,1.2992867
GBR,IND,unitedkingdom,india,164,0.9697358,0.95420384
GBR,ITA,unitedkingdom,italy,164,1.0585717,1.1090058
GBR,JPN,unitedkingdom,japan,164,0.81543238,0.95566284
GBR,MEX,unitedkingdom,mexico,164,0.74939294,0.86761655
GBR,POL,unitedkingdom,poland,164,1.0705492,1.1107532
GBR,ROU,unitedkingdom,romania,164,1.0827521,1.0311899
GBR,KOR,unitedkingdom,southkorea,164,0.84668369,0.80681452
GBR,ESP,unitedkingdom,spain,164,1.0490561,1.0737818
GBR,SWE,unitedkingdom,sweden,164,1.0036494,1.00633
GBR,GBR,unitedkingdom,unitedkingdom,164,1,1
GBR,USA,unitedkingdom,unitedstates,164,0.93487946,0.98722061
GBR,ROW,unitedkingdom,zz_row,164,1.0023998,0.9583774
USA,AUT,unitedstates,austria,164,1.1471735,1.0016734
USA,CAN,unitedstates,canada,164,0.99203911,0.99795216
USA,CZE,unitedstates,czechrepublic,164,1.2138731,1.1280979
USA,DNK,unitedstates,denmark,164,0.99695191,1.1317634
USA,FIN,unitedstates,finland,164,1.1533942,1.0032865
USA,DEU,unitedstates,germany,164,1.0501964,1.0812225
USA,GRC,unitedstates,greece,164,0.91179308,1.0602685
USA,IND,unitedstates,india,164,0.97133396,0.94917964
USA,ITA,unitedstates,italy,164,0.99527851,1.1318115
USA,JPN,unitedstates,japan,164,0.90984996,0.91573551
USA,MEX,unitedstates,mexico,164,0.99701404,1.0042275
USA,POL,unitedstates,poland,164,1.4510131,1.0888169
USA,ROU,unitedstates,romania,164,1.0565739,0.92358276
USA,KOR,unitedstates,southkorea,164,0.89888833,0.90613822
USA,ESP,unitedstates,spain,164,1.116375,1.1466778
USA,SWE,unitedstates,sweden,164,1.0419553,1.0915773
USA,GBR,unitedstates,unitedkingdom,164,1.0111685,0.96832791
USA,USA,unitedstates,unitedstates,164,1,1
USA,ROW,unitedstates,zz_row,164,1.0181322,1.0450393
ROW,AUT,zz_row,austria,164,0.98472893,0.99512867
ROW,CAN,zz_row,canada,164,0.90567815,0.95777367
ROW,CZE,zz_row,czechrepublic,164,1.0691834,1.0741473
ROW,DNK,zz_row,denmark,164,1.0673668,1.0440011
ROW,FIN,zz_row,finland,164,0.99277185,1.000282
ROW,DEU,zz_row,germany,164,1.0255885,1.0517556
ROW,GRC,zz_row,greece,164,1.0938621,1.0803361
ROW,IND,zz_row,india,164,1.0052898,0.92355249
ROW,ITA,zz_row,italy,164,1.028875,1.0349493
ROW,JPN,zz_row,japan,164,0.85815125,0.86679984
ROW,MEX,zz_row,mexico,164,0.86976432,0.92936259
ROW,POL,zz_row,poland,164,1.0463598,1.0734475
ROW,ROU,zz_row,romania,164,1.0797992,0.9795533
ROW,KOR,zz_row,southkorea,164,0.87247791,0.84991463
ROW,ESP,zz_row,spain,164,1.0193006,1.0378471
ROW,SWE,zz_row,sweden,164,0.9847381,0.96299092
ROW,GBR,zz_row,unitedkingdom,164,0.94075844,0.96226895
ROW,USA,zz_row,unitedstates,164,0.955631,0.94512839
ROW,ROW,zz_row,zz_row,164,1,1
AUT,AUT,austria,austria,165,1,1
AUT,CAN,austria,canada,165,1.2073922,0.97081157
AUT,CZE,austria,czechrepublic,165,1.1081502,1.0516967
AUT,DNK,austria,denmark,165,1.1058204,1.1248679
AUT,FIN,austria,finland,165,1.0496986,1.0249908
AUT,DEU,austria,germany,165,1.0525473,0.99461726
AUT,GRC,austria,greece,165,1.0081991,1.0686905
AUT,IND,austria,india,165,1.0154484,1.0804769
AUT,ITA,austria,italy,165,1.0558909,1.0314568
AUT,JPN,austria,japan,165,0.97879729,1.1373439
AUT,MEX,austria,mexico,165,1.1936275,1.2343687
AUT,POL,austria,poland,165,1.1955804,1.168746
AUT,ROU,austria,romania,165,1.1691264,1.0550696
AUT,KOR,austria,southkorea,165,1.1796543,1.1113305
AUT,ESP,austria,spain,165,1.1042957,1.0812532
AUT,SWE,austria,sweden,165,1.0145852,0.94998863
AUT,GBR,austria,unitedkingdom,165,1.0508678,0.99874931
AUT,USA,austria,unitedstates,165,1.1296616,1.0692948
AUT,ROW,austria,zz_row,165,1.154887,1.0544778
CAN,AUT,canada,austria,165,0.88134439,1.0245285
CAN,CAN,canada,canada,165,1,1
CAN,CZE,canada,czechrepublic,165,1.0164284,1.1771935
CAN,DNK,canada,denmark,165,0.75638627,0.9816015
CAN,FIN,canada,finland,165,1.0137392,1.0027705
CAN,DEU,canada,germany,165,0.99404226,0.97717825
CAN,GRC,canada,greece,165,1.0619709,0.70975194
CAN,IND,canada,india,165,1.0267323,0.9669623
CAN,ITA,canada,italy,165,0.90053676,0.98871408
CAN,JPN,canada,japan,165,1.0352978,0.98077863
CAN,MEX,canada,mexico,165,0.98230253,1.0710839
CAN,POL,canada,poland,165,1.0247728,1.0754166
CAN,ROU,canada,romania,165,1.4138459,1.101789
CAN,KOR,canada,southkorea,165,1.0232568,0.9999638
CAN,ESP,canada,spain,165,0.86642292,1.1349694
CAN,SWE,canada,sweden,165,0.94880765,0.93902762
CAN,GBR,canada,unitedkingdom,165,1.1132487,1.0207118
CAN,USA,canada,unitedstates,165,1.00552,1.0227445
CAN,ROW,canada,zz_row,165,0.89299774,0.97968033
CZE,AUT,czechrepublic,austria,165,1.0265471,0.98434661
CZE,CAN,czechrepublic,canada,165,1.1846616,1.1140998
CZE,CZE,czechrepublic,czechrepublic,165,1,1
CZE,DNK,czechrepublic,denmark,165,1.1609888,0.93851073
CZE,FIN,czechrepublic,finland,165,0.98977638,1.0301603
CZE,DEU,czechrepublic,germany,165,1.0135918,0.99489155
CZE,GRC,czechrepublic,greece,165,1.0504788,0.92843929
CZE,IND,czechrepublic,india,165,1.2274492,1.3487578
CZE,ITA,czechrepublic,italy,165,1.012149,1.0048956
CZE,JPN,czechrepublic,japan,165,1.1174506,1.0221952
CZE,MEX,czechrepublic,mexico,165,0.96691821,1.2673836
CZE,POL,czechrepublic,poland,165,1.1338048,1.1095509
CZE,ROU,czechrepublic,romania,165,1.1784023,1.013968
CZE,KOR,czechrepublic,southkorea,165,1.0660421,1.0967464
CZE,ESP,czechrepublic,spain,165,0.99378517,0.96589833
CZE,SWE,czechrepublic,sweden,165,0.96923684,0.955376
CZE,GBR,czechrepublic,unitedkingdom,165,1.1176651,1.0088349
CZE,USA,czechrepublic,unitedstates,165,1.0970347,1.0689008
CZE,ROW,czechrepublic,zz_row,165,1.070145,1.0626597
DNK,AUT,denmark,austria,165,0.97347924,1.064182
DNK,CAN,denmark,canada,165,1.1721373,0.9578577
DNK,CZE,denmark,czechrepublic,165,0.93698966,1.1513003
DNK,DNK,denmark,denmark,165,1,1
DNK,FIN,denmark,finland,165,0.97809609,1.0282183
DNK,DEU,denmark,germany,165,0.94503259,1.0341494
DNK,GRC,denmark,greece,165,0.75796651,1.0280842
DNK,IND,denmark,india,165,1.2891557,1.0645888
DNK,ITA,denmark,italy,165,1.0189581,0.99128111
DNK,JPN,denmark,japan,165,0.81485099,1.1298223
DNK,MEX,denmark,mexico,165,0.95167532,1.1525074
DNK,POL,denmark,poland,165,1.0204559,1.121718
DNK,ROU,denmark,romania,165,1.1152021,0.97555703
DNK,KOR,denmark,southkorea,165,1.1046183,1.0244184
DNK,ESP,denmark,spain,165,0.90487795,1.0174859
DNK,SWE,denmark,sweden,165,0.95910737,0.97365237
DNK,GBR,denmark,unitedkingdom,165,1.0799355,1.1290507
DNK,USA,denmark,unitedstates,165,1.0231708,1.0265203
DNK,ROW,denmark,zz_row,165,1.0454725,1.0270111
FIN,AUT,finland,austria,165,1.081783,1.0625822
FIN,CAN,finland,canada,165,1.0011128,1.1565736
FIN,CZE,finland,czechrepublic,165,1.0618787,1.0571758
FIN,DNK,finland,denmark,165,1.0809771,1.0706165
FIN,FIN,finland,finland,165,1,1
FIN,DEU,finland,germany,165,0.96214182,1.0851026
FIN,GRC,finland,greece,165,1.0935236,0.93064104
FIN,IND,finland,india,165,1.3494865,1.0279045
FIN,ITA,finland,italy,165,0.92447483,1.0792382
FIN,JPN,finland,japan,165,1.0381835,1.0223756
FIN,MEX,finland,mexico,165,1.2521142,1.2092687
FIN,POL,finland,poland,165,1.1965251,1.1340286
FIN,ROU,finland,romania,165,1.0443135,1.2473556
FIN,KOR,finland,southkorea,165,0.98160879,1.1481262
FIN,ESP,finland,spain,165,0.97301334,1.1201482
FIN,SWE,finland,sweden,165,1.0238833,0.99584156
FIN,GBR,finland,unitedkingdom,165,0.96406214,1.055917
FIN,USA,finland,unitedstates,165,1.0886259,1.0884598
FIN,ROW,finland,zz_row,165,1.1029095,1.0662132
DEU,AUT,germany,austria,165,1.0169798,0.98849687
DEU,CAN,germany,canada,165,1.0628642,1.0346024
DEU,CZE,germany,czechrepublic,165,1.0853676,1.0452349
DEU,DNK,germany,denmark,165,0.99155593,1.0160763
DEU,FIN,germany,finland,165,0.99020807,0.97795649
DEU,DEU,germany,germany,165,1,1
DEU,GRC,germany,greece,165,1.0474972,0.9256252
DEU,IND,germany,india,165,1.0817308,0.9923629
DEU,ITA,germany,italy,165,1.0232667,0.99146184
DEU,JPN,germany,japan,165,0.97254643,1.0005053
DEU,MEX,germany,mexico,165,1.0359634,1.1847169
DEU,POL,germany,poland,165,1.12675,1.1141664
DEU,ROU,germany,romania,165,1.0527058,1.0645719
DEU,KOR,germany,southkorea,165,1.0596314,1.0615143
DEU,ESP,germany,spain,165,1.0297288,1.0074401
DEU,SWE,germany,sweden,165,0.98287725,0.97248295
DEU,GBR,germany,unitedkingdom,165,1.0734657,1.0535738
DEU,USA,germany,unitedstates,165,1.062268,1.0451081
DEU,ROW,germany,zz_row,165,1.030983,0.98711264
GRC,AUT,greece,austria,165,1.0260379,1.0086207
GRC,CAN,greece,canada,165,1.2219757,1.0051943
GRC,CZE,greece,czechrepublic,165,1.1685951,1.0251849
GRC,DNK,greece,denmark,165,0.97795252,1.055286
GRC,FIN,greece,finland,165,1.2237683,1.0250725
GRC,DEU,greece,germany,165,1.0101895,0.99647964
GRC,GRC,greece,greece,165,1,1
GRC,IND,greece,india,165,1.9132451,0.8793143
GRC,ITA,greece,italy,165,1.0019048,1.0202895
GRC,JPN,greece,japan,165,0.76506451,0.61332859
GRC,MEX,greece,mexico,165,0.57168441,1.4088131
GRC,POL,greece,poland,165,1.0431393,0.99636491
GRC,ROU,greece,romania,165,1.3445831,1.1326862
GRC,KOR,greece,southkorea,165,1.0000883,1.23056
GRC,ESP,greece,spain,165,0.90104763,0.92810998
GRC,SWE,greece,sweden,165,0.62551054,1.0806189
GRC,GBR,greece,unitedkingdom,165,0.98864886,1.0185253
GRC,USA,greece,unitedstates,165,1.0010065,1.1052371
GRC,ROW,greece,zz_row,165,1.1355883,0.78704603
IND,AUT,india,austria,165,1.0384579,0.92102598
IND,CAN,india,canada,165,0.98609051,0.987522
IND,CZE,india,czechrepublic,165,0.94739999,0.9929034
IND,DNK,india,denmark,165,0.97029261,1.0770172
IND,FIN,india,finland,165,0.86361974,1.0727752
IND,DEU,india,germany,165,0.9077089,0.94742502
IND,GRC,india,greece,165,1.0038791,1.0009809
IND,IND,india,india,165,1,1
IND,ITA,india,italy,165,0.85646935,0.90573572
IND,JPN,india,japan,165,0.91625943,0.94148569
IND,MEX,india,mexico,165,0.92676664,1.0478502
IND,POL,india,poland,165,1.007245,0.98681902
IND,ROU,india,romania,165,1.0312494,1.0185399
IND,KOR,india,southkorea,165,0.78225195,1.021001
IND,ESP,india,spain,165,0.87330196,0.91910969
IND,SWE,india,sweden,165,0.84457778,0.92649661
IND,GBR,india,unitedkingdom,165,0.9521141,0.97813485
IND,USA,india,unitedstates,165,0.99662638,1.0083375
IND,ROW,india,zz_row,165,1.042304,0.90379188
ITA,AUT,italy,austria,165,1.0200725,0.99125784
ITA,CAN,italy,canada,165,1.1682652,1.0198217
ITA,CZE,italy,czechrepublic,165,1.0727223,1.0063864
ITA,DNK,italy,denmark,165,1.0307301,1.047203
ITA,FIN,italy,finland,165,0.92235769,0.99562355
ITA,DEU,italy,germany,165,0.99196576,0.98808213
ITA,GRC,italy,greece,165,0.90170843,0.91829785
ITA,IND,italy,india,165,1.12079,1.0045811
ITA,ITA,italy,italy,165,1,1
ITA,JPN,italy,japan,165,0.971207,0.9943895
ITA,MEX,italy,mexico,165,1.1281177,1.2550792
ITA,POL,italy,poland,165,1.1188899,1.0952195
ITA,ROU,italy,romania,165,1.1365965,1.084125
ITA,KOR,italy,southkorea,165,1.0742234,1.0117118
ITA,ESP,italy,spain,165,1.0497232,1.007088
ITA,SWE,italy,sweden,165,1.0107948,0.97201022
ITA,GBR,italy,unitedkingdom,165,1.0741391,1.0420269
ITA,USA,italy,unitedstates,165,1.1131918,1.0871279
ITA,ROW,italy,zz_row,165,1.0616171,1.0625719
JPN,AUT,japan,austria,165,0.97340273,0.952455
JPN,CAN,japan,canada,165,1.0990287,1.071924
JPN,CZE,japan,czechrepublic,165,1.0671779,1.0692311
JPN,DNK,japan,denmark,165,0.95444332,1.048488
JPN,FIN,japan,finland,165,0.92563019,0.9872711
JPN,DEU,japan,germany,165,1.0010567,0.96956407
JPN,GRC,japan,greece,165,1.0247175,0.94603561
JPN,IND,japan,india,165,1.1251236,1.0723919
JPN,ITA,japan,italy,165,0.97658954,0.97574291
JPN,JPN,japan,japan,165,1,1
JPN,MEX,japan,mexico,165,1.1167186,1.1821633
JPN,POL,japan,poland,165,1.1537109,1.0610449
JPN,ROU,japan,romania,165,1.1529163,0.93092472
JPN,KOR,japan,southkorea,165,1.0949678,1.0090748
JPN,ESP,japan,spain,165,1.0206642,1.0285866
JPN,SWE,japan,sweden,165,1.0452697,0.8761963
JPN,GBR,japan,unitedkingdom,165,1.0493896,0.99930736
JPN,USA,japan,unitedstates,165,1.0881775,1.0800781
JPN,ROW,japan,zz_row,165,1.0406925,1.0268177
MEX,AUT,mexico,austria,165,0.93336218,0.98824607
MEX,CAN,mexico,canada,165,1.0012691,0.92855545
MEX,CZE,mexico,czechrepublic,165,1.2560845,0.88600561
MEX,DNK,mexico,denmark,165,0.95872047,0.92065154
MEX,FIN,mexico,finland,165,0.91288724,0.95043468
MEX,DEU,mexico,germany,165,0.92033126,0.82778315
MEX,GRC,mexico,greece,165,1.0460295,0.6907011
MEX,IND,mexico,india,165,1.1411696,0.85433419
MEX,ITA,mexico,italy,165,0.84497389,0.91256388
MEX,JPN,mexico,japan,165,0.89112932,0.87902758
MEX,MEX,mexico,mexico,165,1,1
MEX,POL,mexico,poland,165,1.1845446,0.90618336
MEX,ROU,mexico,romania,165,0.97094572,1.0859876
MEX,KOR,mexico,southkorea,165,1.0315816,0.9767537
MEX,ESP,mexico,spain,165,1.0359553,0.78735061
MEX,SWE,mexico,sweden,165,0.96357087,1.0371537
MEX,GBR,mexico,unitedkingdom,165,1.0150503,0.92226676
MEX,USA,mexico,unitedstates,165,0.99642022,0.96317446
MEX,ROW,mexico,zz_row,165,0.94536926,1.0022003
POL,AUT,poland,austria,165,0.95887967,0.94060876
POL,CAN,poland,canada,165,1.0050463,1.0733551
POL,CZE,poland,czechrepublic,165,0.98926057,1.0078743
POL,DNK,poland,denmark,165,0.94577927,1.0122486
POL,FIN,poland,finland,165,0.9800071,0.97898121
POL,DEU,poland,germany,165,0.94412131,0.93115979
POL,GRC,poland,greece,165,1.0000967,0.87620205
POL,IND,poland,india,165,1.2568874,1.084726
POL,ITA,poland,italy,165,1.0475138,0.95638359
POL,JPN,poland,japan,165,0.65978323,0.74016061
POL,MEX,poland,mexico,165,0.89246974,1.4540648
POL,POL,poland,poland,165,1,1
POL,ROU,poland,romania,165,1.054513,0.95409054
POL,KOR,poland,southkorea,165,1.521689,0.84363577
POL,ESP,poland,spain,165,0.98485448,1.0327194
POL,SWE,poland,sweden,165,0.81583428,0.95748139
POL,GBR,poland,unitedkingdom,165,0.9971757,0.92719161
POL,USA,poland,unitedstates,165,1.0186007,1.0429018
POL,ROW,poland,zz_row,165,1.0120975,0.98391895
ROU,AUT,romania,austria,165,1.0238767,0.92418106
ROU,CAN,romania,canada,165,1.2373014,0.99648084
ROU,CZE,romania,czechrepublic,165,1.0536909,0.89398764
ROU,DNK,romania,denmark,165,0.86906383,1.0251493
ROU,FIN,romania,finland,165,1.2579797,1.052456
ROU,DEU,romania,germany,165,0.99038646,0.95814208
ROU,GRC,romania,greece,165,1.0474463,1.0291081
ROU,IND,romania,india,165,1.0403528,0.43165946
ROU,ITA,romania,italy,165,0.9667451,0.92849679
ROU,JPN,romania,japan,165,0.81067943,0.95687054
ROU,MEX,romania,mexico,165,2.0348947,0.568575
ROU,POL,romania,poland,165,1.0308083,0.97616
ROU,ROU,romania,romania,165,1,1
ROU,KOR,romania,southkorea,165,1.1691876,0.8268699
ROU,ESP,romania,spain,165,0.98410387,0.98408417
ROU,SWE,romania,sweden,165,1.2478268,0.87704609
ROU,GBR,romania,unitedkingdom,165,1.424008,0.95237471
ROU,USA,romania,unitedstates,165,1.1066261,1.112718
ROU,ROW,romania,zz_row,165,1.0863208,1.0194266
KOR,AUT,southkorea,austria,165,1.0101919,1.2785529
KOR,CAN,southkorea,canada,165,1.1243895,1.0345582
KOR,CZE,southkorea,czechrepublic,165,1.0421757,1.104644
KOR,DNK,southkorea,denmark,165,1.3091529,1.0545621
KOR,FIN,southkorea,finland,165,1.1141012,1.0794691
KOR,DEU,southkorea,germany,165,1.0174742,1.0223236
KOR,GRC,southkorea,greece,165,0.95434048,1.1291794
KOR,IND,southkorea,india,165,1.015797,0.93966451
KOR,ITA,southkorea,italy,165,1.0340424,1.0700628
KOR,JPN,southkorea,japan,165,1.022146,1.0298309
KOR,MEX,southkorea,mexico,165,1.0940203,1.1191018
KOR,POL,southkorea,poland,165,1.0516837,1.078432
KOR,ROU,southkorea,romania,165,0.84388009,1.0450183
KOR,KOR,southkorea,southkorea,165,1,1
