iso_i,iso_n,country_i,country_n,date,dD_hat_c,dS_hat_c
DNK,FIN,denmark,finland,194,1.1011423,1.0897981
DNK,FRA,denmark,france,194,0.96784166,1.1485727
DNK,DEU,denmark,germany,194,0.96796159,1.0609066
DNK,GRC,denmark,greece,194,1.0159097,1.0893924
DNK,IND,denmark,india,194,0.9517049,1.3436055
DNK,ITA,denmark,italy,194,1.0698484,1.1335489
DNK,JPN,denmark,japan,194,1.2700769,1.0315192
DNK,MEX,denmark,mexico,194,1.0184332,1.1203038
DNK,POL,denmark,poland,194,1.0651576,1.0958041
DNK,ROU,denmark,romania,194,1.0685864,1.059999
DNK,KOR,denmark,southkorea,194,1.0393096,1.1061505
DNK,ESP,denmark,spain,194,0.94290041,1.0555279
DNK,SWE,denmark,sweden,194,0.98898162,1.0807227
DNK,GBR,denmark,unitedkingdom,194,1.0593574,1.1439056
DNK,USA,denmark,unitedstates,194,0.876366,1.1081472
DNK,ROW,denmark,zz_row,194,1.1587508,1.2092056
FIN,AUT,finland,austria,194,0.92001763,0.98222736
FIN,CAN,finland,canada,194,0.98495632,0.98346597
FIN,CHN,finland,china,194,1.0817719,1.0802174
FIN,CZE,finland,czechrepublic,194,1.1440947,1.059388
FIN,DNK,finland,denmark,194,0.99960328,0.97563821
FIN,FIN,finland,finland,194,1,1
FIN,FRA,finland,france,194,1.0393659,1.0070156
FIN,DEU,finland,germany,194,1.0029853,0.95470999
FIN,GRC,finland,greece,194,0.89534673,0.98873394
FIN,IND,finland,india,194,1.1113487,1.0112689
FIN,ITA,finland,italy,194,1.1475138,0.9753189
FIN,JPN,finland,japan,194,1.1999134,1.0488989
FIN,MEX,finland,mexico,194,0.98217109,0.99761579
FIN,POL,finland,poland,194,1.083676,0.99772678
FIN,ROU,finland,romania,194,1.0518423,1.1029884
FIN,KOR,finland,southkorea,194,1.0896839,0.97074885
FIN,ESP,finland,spain,194,1.0556679,0.9870239
FIN,SWE,finland,sweden,194,1.0198073,0.96522311
FIN,GBR,finland,unitedkingdom,194,1.0960048,1.0096611
FIN,USA,finland,unitedstates,194,0.89904619,1.0589736
FIN,ROW,finland,zz_row,194,1.164102,1.0330759
FRA,AUT,france,austria,194,1.0502854,1.0428672
FRA,CAN,france,canada,194,0.86591485,1.0335408
FRA,CHN,france,china,194,0.97625075,1.0245846
FRA,CZE,france,czechrepublic,194,1.0818334,1.0330326
FRA,DNK,france,denmark,194,0.98942847,1.0453403
FRA,FIN,france,finland,194,0.95062221,1.008902
FRA,FRA,france,france,194,1,1
FRA,DEU,france,germany,194,0.99959036,0.95729696
FRA,GRC,france,greece,194,1.0381563,0.96678101
FRA,IND,france,india,194,0.85070383,0.97341188
FRA,ITA,france,italy,194,1.0152867,0.97901404
FRA,JPN,france,japan,194,0.9987676,1.0795351
FRA,MEX,france,mexico,194,1.1872053,1.0628269
FRA,POL,france,poland,194,1.1004054,1.0148048
FRA,ROU,france,romania,194,1.1019896,1.0416818
FRA,KOR,france,southkorea,194,1.0338213,0.95078296
FRA,ESP,france,spain,194,0.9899515,0.9679974
FRA,SWE,france,sweden,194,1.0567668,0.92816611
FRA,GBR,france,unitedkingdom,194,1.0976148,1.048957
FRA,USA,france,unitedstates,194,1.0611297,1.0532983
FRA,ROW,france,zz_row,194,1.0873845,1.0507139
DEU,AUT,germany,austria,194,1.0122358,0.99654847
DEU,CAN,germany,canada,194,1.0133144,1.0138267
DEU,CHN,germany,china,194,1.0727818,1.0363906
DEU,CZE,germany,czechrepublic,194,1.0146608,1.0314049
DEU,DNK,germany,denmark,194,1.0008568,1.0146096
DEU,FIN,germany,finland,194,1.0370124,1.0024783
DEU,FRA,germany,france,194,0.98653712,1.0023735
DEU,DEU,germany,germany,194,1,1
DEU,GRC,germany,greece,194,1.0208675,1.0065774
DEU,IND,germany,india,194,1.0379762,1.0036685
DEU,ITA,germany,italy,194,0.96953444,0.97574364
DEU,JPN,germany,japan,194,0.98831248,1.0294464
DEU,MEX,germany,mexico,194,1.0540946,1.0419785
DEU,POL,germany,poland,194,1.0274528,1.0131814
DEU,ROU,germany,romania,194,1.0508492,1.0222319
DEU,KOR,germany,southkorea,194,0.96222938,0.98789395
DEU,ESP,germany,spain,194,1.0076048,0.96837914
DEU,SWE,germany,sweden,194,0.9955722,0.9925852
DEU,GBR,germany,unitedkingdom,194,1.0321025,1.0208052
DEU,USA,germany,unitedstates,194,1.0483781,1.1107567
DEU,ROW,germany,zz_row,194,1.0168642,0.98609923
GRC,AUT,greece,austria,194,1.1945624,1.0473342
GRC,CAN,greece,canada,194,1.0396366,0.95386464
GRC,CHN,greece,china,194,1.1020785,1.0212993
GRC,CZE,greece,czechrepublic,194,0.87919427,0.91807764
GRC,DNK,greece,denmark,194,0.81479373,1.0824195
GRC,FIN,greece,finland,194,0.85633695,0.91253165
GRC,FRA,greece,france,194,1.0170564,0.95958087
GRC,DEU,greece,germany,194,1.0145096,0.93644342
GRC,GRC,greece,greece,194,1,1
GRC,IND,greece,india,194,0.7550322,1.0267351
GRC,ITA,greece,italy,194,0.99116074,0.94482478
GRC,JPN,greece,japan,194,0.9445921,1.0178357
GRC,MEX,greece,mexico,194,1.2191619,1.4751189
GRC,POL,greece,poland,194,1.1503847,1.0716783
GRC,ROU,greece,romania,194,1.0476389,0.97317118
GRC,KOR,greece,southkorea,194,0.93976371,0.75080695
GRC,ESP,greece,spain,194,1.1537502,0.95101219
GRC,SWE,greece,sweden,194,1.3123392,0.88841592
GRC,GBR,greece,unitedkingdom,194,1.0281843,1.0158905
GRC,USA,greece,unitedstates,194,1.0612305,1.0499494
GRC,ROW,greece,zz_row,194,0.9681884,1.0456167
IND,AUT,india,austria,194,0.94915439,0.93811681
IND,CAN,india,canada,194,0.98017921,1.016972
IND,CHN,india,china,194,1.02287,1.1256379
IND,CZE,india,czechrepublic,194,0.95960101,0.97624376
IND,DNK,india,denmark,194,0.89037768,1.0311907
IND,FIN,india,finland,194,0.97677402,1.0409943
IND,FRA,india,france,194,0.94398246,0.95712108
IND,DEU,india,germany,194,0.90339318,0.9761312
IND,GRC,india,greece,194,1.0482031,1.0927036
IND,IND,india,india,194,1,1
IND,ITA,india,italy,194,0.99455852,0.94078431
IND,JPN,india,japan,194,1.1190925,1.0777918
IND,MEX,india,mexico,194,1.0161406,0.98460895
IND,POL,india,poland,194,0.97362761,0.93802636
IND,ROU,india,romania,194,0.77434775,0.91879116
IND,KOR,india,southkorea,194,0.8734576,0.93944103
IND,ESP,india,spain,194,0.82075679,0.91219803
IND,SWE,india,sweden,194,0.97754256,0.95118951
IND,GBR,india,unitedkingdom,194,1.0205799,1.0303613
IND,USA,india,unitedstates,194,1.0390973,1.0936057
IND,ROW,india,zz_row,194,1.0976772,1.0405598
ITA,AUT,italy,austria,194,0.97656639,0.99144255
ITA,CAN,italy,canada,194,0.94883893,1.0436965
ITA,CHN,italy,china,194,1.0486546,1.0980546
ITA,CZE,italy,czechrepublic,194,1.0229908,1.0709555
ITA,DNK,italy,denmark,194,0.95703213,1.0185392
ITA,FIN,italy,finland,194,1.0012365,1.0008325
ITA,FRA,italy,france,194,0.99726969,1.0171515
ITA,DEU,italy,germany,194,0.95972933,0.96846685
ITA,GRC,italy,greece,194,1.018286,0.99145301
ITA,IND,italy,india,194,1.2576921,1.0062491
ITA,ITA,italy,italy,194,1,1
ITA,JPN,italy,japan,194,1.0023538,1.0995962
ITA,MEX,italy,mexico,194,1.0548345,1.0613972
ITA,POL,italy,poland,194,1.0419631,1.0369948
ITA,ROU,italy,romania,194,1.0864056,1.0621214
ITA,KOR,italy,southkorea,194,1.0058934,1.0148561
ITA,ESP,italy,spain,194,1.0131755,0.97950154
ITA,SWE,italy,sweden,194,0.91789704,0.98127029
ITA,GBR,italy,unitedkingdom,194,1.0505548,1.066637
ITA,USA,italy,unitedstates,194,1.0153732,1.1347548
ITA,ROW,italy,zz_row,194,1.0225083,1.0566676
JPN,AUT,japan,austria,194,1.0158504,0.94260649
JPN,CAN,japan,canada,194,1.0127924,1.0168919
JPN,CHN,japan,china,194,1.044435,1.0556819
JPN,CZE,japan,czechrepublic,194,1.0652289,1.0232727
JPN,DNK,japan,denmark,194,0.78894082,0.97705825
JPN,FIN,japan,finland,194,0.97985477,0.95414894
JPN,FRA,japan,france,194,1.0169233,1.00318
JPN,DEU,japan,germany,194,0.95238661,0.96514195
JPN,GRC,japan,greece,194,0.89687022,1.0722437
JPN,IND,japan,india,194,1.0652825,0.93710371
JPN,ITA,japan,italy,194,0.98117257,1.001144
JPN,JPN,japan,japan,194,1,1
JPN,MEX,japan,mexico,194,1.0413867,1.0773762
JPN,POL,japan,poland,194,0.94460873,1.0332803
JPN,ROU,japan,romania,194,1.1018162,0.94597536
JPN,KOR,japan,southkorea,194,0.99080172,0.95989209
JPN,ESP,japan,spain,194,1.1151076,0.94250396
JPN,SWE,japan,sweden,194,1.0207846,1.3097547
JPN,GBR,japan,unitedkingdom,194,1.0834546,1.0171689
JPN,USA,japan,unitedstates,194,1.0613136,1.0617536
JPN,ROW,japan,zz_row,194,0.98316896,0.96704647
MEX,AUT,mexico,austria,194,1.0193619,1.0072822
MEX,CAN,mexico,canada,194,0.9189665,0.92962034
MEX,CHN,mexico,china,194,0.96375703,1.0234989
MEX,CZE,mexico,czechrepublic,194,0.87597634,0.82797507
MEX,DNK,mexico,denmark,194,1.0297424,0.97361049
MEX,FIN,mexico,finland,194,0.89151128,0.89178324
MEX,FRA,mexico,france,194,0.94407149,0.87347147
MEX,DEU,mexico,germany,194,0.95142537,1.0423445
MEX,GRC,mexico,greece,194,0.96460259,1.0939757
MEX,IND,mexico,india,194,0.75513433,0.36536489
MEX,ITA,mexico,italy,194,0.84666653,0.96468551
MEX,JPN,mexico,japan,194,0.97336031,0.92485072
MEX,MEX,mexico,mexico,194,1,1
MEX,POL,mexico,poland,194,0.92351874,0.95926747
MEX,ROU,mexico,romania,194,0.86601179,0.93060005
MEX,KOR,mexico,southkorea,194,0.90250257,0.91084844
MEX,ESP,mexico,spain,194,1.0761008,0.89441503
MEX,SWE,mexico,sweden,194,0.82331021,1.0301225
MEX,GBR,mexico,unitedkingdom,194,0.96222031,0.94536634
MEX,USA,mexico,unitedstates,194,0.98063983,1.0125863
MEX,ROW,mexico,zz_row,194,0.83779517,0.91406773
POL,AUT,poland,austria,194,0.99520041,0.99528731
POL,CAN,poland,canada,194,0.94143039,0.96788304
POL,CHN,poland,china,194,1.0467194,0.96305699
POL,CZE,poland,czechrepublic,194,1.0420797,1.0024629
POL,DNK,poland,denmark,194,1.0068964,1.0394962
POL,FIN,poland,finland,194,0.95914625,0.94488402
POL,FRA,poland,france,194,0.97165927,0.96790896
POL,DEU,poland,germany,194,0.95526848,0.97995602
POL,GRC,poland,greece,194,0.92504057,0.98747458
POL,IND,poland,india,194,0.98413717,0.85183515
POL,ITA,poland,italy,194,0.97353998,1.007784
POL,JPN,poland,japan,194,1.0108919,0.95252111
POL,MEX,poland,mexico,194,1.2147996,1.1139222
POL,POL,poland,poland,194,1,1
POL,ROU,poland,romania,194,1.0044068,1.032337
POL,KOR,poland,southkorea,194,1.0736433,1.0038203
POL,ESP,poland,spain,194,0.92972958,0.94495878
POL,SWE,poland,sweden,194,0.91268955,0.94632499
POL,GBR,poland,unitedkingdom,194,1.0004338,1.0335279
POL,USA,poland,unitedstates,194,0.96211916,1.0177003
POL,ROW,poland,zz_row,194,1.0584268,1.0330514
ROU,AUT,romania,austria,194,0.79282667,1.0315968
ROU,CAN,romania,canada,194,1.0003465,0.97035109
ROU,CHN,romania,china,194,1.2942304,0.74515183
ROU,CZE,romania,czechrepublic,194,0.97335651,0.93820111
ROU,DNK,romania,denmark,194,0.71613268,1.046954
ROU,FIN,romania,finland,194,0.90489155,0.98197804
ROU,FRA,romania,france,194,0.99094606,1.0417806
ROU,DEU,romania,germany,194,0.98903827,1.0029198
ROU,GRC,romania,greece,194,1.0370842,0.97744391
ROU,IND,romania,india,194,1.0699198,0.4542304
ROU,ITA,romania,italy,194,0.90863082,0.97751812
ROU,JPN,romania,japan,194,1.1292988,0.9460156
ROU,MEX,romania,mexico,194,0.92677201,1.2095308
ROU,POL,romania,poland,194,1.0980726,1.0254735
ROU,ROU,romania,romania,194,1,1
ROU,KOR,romania,southkorea,194,0.95520083,0.93744992
ROU,ESP,romania,spain,194,0.88253772,0.78275705
ROU,SWE,romania,sweden,194,0.90282755,1.1289277
ROU,GBR,romania,unitedkingdom,194,0.94965918,1.0320171
ROU,USA,romania,unitedstates,194,1.0159133,1.010877
ROU,ROW,romania,zz_row,194,1.0412791,1.0058005
KOR,AUT,southkorea,austria,194,0.95006387,1.0799088
KOR,CAN,southkorea,canada,194,0.95242678,1.0394563
KOR,CHN,southkorea,china,194,1.0242041,1.0560925
KOR,CZE,southkorea,czechrepublic,194,1.0015483,1.0204711
KOR,DNK,southkorea,denmark,194,1.0075109,1.0323852
KOR,FIN,southkorea,finland,194,1.0270899,1.0687524
KOR,FRA,southkorea,france,194,0.96629383,1.1348601
KOR,DEU,southkorea,germany,194,0.98954838,1.0225776
KOR,GRC,southkorea,greece,194,0.84926242,1.1900672
KOR,IND,southkorea,india,194,0.96548767,0.84051442
KOR,ITA,southkorea,italy,194,0.91266328,1.0131378
KOR,JPN,southkorea,japan,194,0.98886361,0.99406414
KOR,MEX,southkorea,mexico,194,0.99869788,1.0176423
KOR,POL,southkorea,poland,194,0.99649719,0.98359325
KOR,ROU,southkorea,romania,194,1.0073736,1.0305003
KOR,KOR,southkorea,southkorea,194,1,1
KOR,ESP,southkorea,spain,194,0.98595243,1.0179071
KOR,SWE,southkorea,sweden,194,0.81356938,1.0863229
KOR,GBR,southkorea,unitedkingdom,194,1.0969338,1.1145287
KOR,USA,southkorea,unitedstates,194,1.015099,1.1455684
KOR,ROW,southkorea,zz_row,194,0.96329892,0.97460346
ESP,AUT,spain,austria,194,1.0406995,0.98228343
ESP,CAN,spain,canada,194,0.91377433,0.98037437
ESP,CHN,spain,china,194,1.0726383,1.0537801
ESP,CZE,spain,czechrepublic,194,0.99342242,1.0163159
ESP,DNK,spain,denmark,194,1.0137865,1.0325947
ESP,FIN,spain,finland,194,0.90638691,1.0252832
ESP,FRA,spain,france,194,0.99097921,0.97974678
ESP,DEU,spain,germany,194,0.98169915,0.95127124
ESP,GRC,spain,greece,194,0.96157645,1.0023522
ESP,IND,spain,india,194,0.94402993,0.95606916
ESP,ITA,spain,italy,194,1.0379079,0.94764952
ESP,JPN,spain,japan,194,0.91856331,0.97936673
ESP,MEX,spain,mexico,194,1.030578,1.0520257
ESP,POL,spain,poland,194,1.0569962,1.0420478
ESP,ROU,spain,romania,194,1.0649914,1.0297268
ESP,KOR,spain,southkorea,194,1.1218029,0.99895671
ESP,ESP,spain,spain,194,1,1
ESP,SWE,spain,sweden,194,1.095417,0.9452283
ESP,GBR,spain,unitedkingdom,194,1.0124133,1.016316
ESP,USA,spain,unitedstates,194,0.97887803,0.99576239
ESP,ROW,spain,zz_row,194,1.0042704,1.0041689
SWE,AUT,sweden,austria,194,1.0497053,1.0084635
SWE,CAN,sweden,canada,194,1.2061244,0.98848001
SWE,CHN,sweden,china,194,1.0906871,1.0726112
SWE,CZE,sweden,czechrepublic,194,1.0636259,1.0741321
SWE,DNK,sweden,denmark,194,1.0274739,1.0672883
SWE,FIN,sweden,finland,194,1.0710086,1.0366146
SWE,FRA,sweden,france,194,1.0501512,1.0506989
SWE,DEU,sweden,germany,194,0.99779673,1.0340351
SWE,GRC,sweden,greece,194,0.98878008,1.0135172
SWE,IND,sweden,india,194,1.0516543,1.0756183
SWE,ITA,sweden,italy,194,1.0915935,1.0017812
SWE,JPN,sweden,japan,194,1.0103594,1.0824261
SWE,MEX,sweden,mexico,194,0.93629567,1.0626
SWE,POL,sweden,poland,194,1.1642364,1.0814846
SWE,ROU,sweden,romania,194,1.2022741,1.1198061
SWE,KOR,sweden,southkorea,194,1.0975969,1.0331673
SWE,ESP,sweden,spain,194,0.96737432,0.97407356
SWE,SWE,sweden,sweden,194,1,1
SWE,GBR,sweden,unitedkingdom,194,1.1072954,1.0677181
SWE,USA,sweden,unitedstates,194,1.0774074,1.0944049
SWE,ROW,sweden,zz_row,194,1.0988953,1.0646237
GBR,AUT,unitedkingdom,austria,194,1.0962729,0.95371855
GBR,CAN,unitedkingdom,canada,194,1.0379563,0.94713808
GBR,CHN,unitedkingdom,china,194,1.0994199,1.0155128
GBR,CZE,unitedkingdom,czechrepublic,194,1.1331954,0.99071285
GBR,DNK,unitedkingdom,denmark,194,1.0035506,1.0309486
GBR,FIN,unitedkingdom,finland,194,1.0808262,1.011898
GBR,FRA,unitedkingdom,france,194,1.0091265,0.9762135
GBR,DEU,unitedkingdom,germany,194,0.98674135,0.97851313
GBR,GRC,unitedkingdom,greece,194,1.1853979,0.96349448
GBR,IND,unitedkingdom,india,194,0.9064445,0.91378081
GBR,ITA,unitedkingdom,italy,194,1.0051879,0.96905059
GBR,JPN,unitedkingdom,japan,194,1.0415258,1.0167228
GBR,MEX,unitedkingdom,mexico,194,1.1455108,1.0829656
GBR,POL,unitedkingdom,poland,194,1.1085374,0.96378052
GBR,ROU,unitedkingdom,romania,194,1.0611016,1.0999165
GBR,KOR,unitedkingdom,southkorea,194,0.95399506,0.96954519
GBR,ESP,unitedkingdom,spain,194,1.0713548,0.93028868
GBR,SWE,unitedkingdom,sweden,194,1.0498906,0.94161815
GBR,GBR,unitedkingdom,unitedkingdom,194,1,1
GBR,USA,unitedkingdom,unitedstates,194,1.0722071,1.0204638
GBR,ROW,unitedkingdom,zz_row,194,1.0174714,1.0247599
USA,AUT,unitedstates,austria,194,1.0850746,0.9527198
USA,CAN,unitedstates,canada,194,0.96411396,0.93199726
USA,CHN,unitedstates,china,194,1.0356374,0.97891361
USA,CZE,unitedstates,czechrepublic,194,0.81619451,0.90090008
USA,DNK,unitedstates,denmark,194,0.91977814,0.93245998
USA,FIN,unitedstates,finland,194,0.9345234,0.84398019
USA,FRA,unitedstates,france,194,0.99458266,0.90756806
USA,DEU,unitedstates,germany,194,0.93356532,0.89679704
USA,GRC,unitedstates,greece,194,1.0415675,0.8530115
USA,IND,unitedstates,india,194,0.92791937,0.81471237
USA,ITA,unitedstates,italy,194,0.90948386,0.89307718
USA,JPN,unitedstates,japan,194,0.9408323,0.95699363
USA,MEX,unitedstates,mexico,194,1.0165507,1.0019513
USA,POL,unitedstates,poland,194,0.94194903,0.92746247
USA,ROU,unitedstates,romania,194,0.96610749,0.99582124
USA,KOR,unitedstates,southkorea,194,0.93818151,0.89429859
USA,ESP,unitedstates,spain,194,0.94868112,0.92211007
USA,SWE,unitedstates,sweden,194,0.9442506,1.0382885
USA,GBR,unitedstates,unitedkingdom,194,0.95241962,0.86895598
USA,USA,unitedstates,unitedstates,194,1,1
USA,ROW,unitedstates,zz_row,194,0.92399404,0.91581723
ROW,AUT,zz_row,austria,194,0.9849819,0.9923173
ROW,CAN,zz_row,canada,194,0.91302858,0.96153653
ROW,CHN,zz_row,china,194,1.0517161,1.0552383
ROW,CZE,zz_row,czechrepublic,194,0.99084844,1.0183818
ROW,DNK,zz_row,denmark,194,1.0093374,1.0215274
ROW,FIN,zz_row,finland,194,0.98974279,0.9614258
ROW,FRA,zz_row,france,194,0.98277693,0.96597892
ROW,DEU,zz_row,germany,194,0.94463874,0.96800091
ROW,GRC,zz_row,greece,194,0.9806728,0.9893353
ROW,IND,zz_row,india,194,0.9583791,0.88245913
ROW,ITA,zz_row,italy,194,0.96029118,0.9770428
ROW,JPN,zz_row,japan,194,0.98556761,0.97641421
ROW,MEX,zz_row,mexico,194,1.0085633,1.0408368
ROW,POL,zz_row,poland,194,1.015837,0.99255111
ROW,ROU,zz_row,romania,194,1.005814,0.95758573
ROW,KOR,zz_row,southkorea,194,0.97232337,0.94116543
ROW,ESP,zz_row,spain,194,0.9244599,0.94461807
ROW,SWE,zz_row,sweden,194,0.96915599,0.96056585
ROW,GBR,zz_row,unitedkingdom,194,1.0022594,1.00628
ROW,USA,zz_row,unitedstates,194,0.98470766,1.0441524
ROW,ROW,zz_row,zz_row,194,1,1
AUT,AUT,austria,austria,195,1,1
AUT,CAN,austria,canada,195,0.99596503,0.97890084
AUT,CHN,austria,china,195,1.1274193,1.1327208
AUT,CZE,austria,czechrepublic,195,0.96987705,0.94590895
AUT,DNK,austria,denmark,195,1.0738665,0.99689742
AUT,FIN,austria,finland,195,1.094637,1.1107494
AUT,FRA,austria,france,195,1.0495174,1.0565785
AUT,DEU,austria,germany,195,1.0759645,1.0280559
AUT,GRC,austria,greece,195,1.0554286,0.97507784
AUT,IND,austria,india,195,1.0278899,1.1711459
AUT,ITA,austria,italy,195,1.0550245,1.0266455
AUT,JPN,austria,japan,195,1.3612252,1.5012662
AUT,MEX,austria,mexico,195,0.99287594,0.80864501
AUT,POL,austria,poland,195,0.8891365,0.83407832
AUT,ROU,austria,romania,195,0.89156247,0.99692263
AUT,KOR,austria,southkorea,195,0.81631384,0.78733231
AUT,ESP,austria,spain,195,1.1299252,1.0592243
AUT,SWE,austria,sweden,195,0.94038447,0.92099365
AUT,GBR,austria,unitedkingdom,195,0.91280757,0.99873963
AUT,USA,austria,unitedstates,195,1.1697825,0.89154085
AUT,ROW,austria,zz_row,195,1.0904753,0.9867447
CAN,AUT,canada,austria,195,1.0051989,0.85577766
CAN,CAN,canada,canada,195,1,1
CAN,CHN,canada,china,195,1.2162404,1.1906177
CAN,CZE,canada,czechrepublic,195,0.93543202,1.0289929
CAN,DNK,canada,denmark,195,0.93029562,0.98481441
CAN,FIN,canada,finland,195,0.89265544,1.2052069
CAN,FRA,canada,france,195,0.95492068,0.90008307
CAN,DEU,canada,germany,195,0.95041189,0.95605977
CAN,GRC,canada,greece,195,1.0037254,1.0072605
CAN,IND,canada,india,195,0.82331601,0.97050661
CAN,ITA,canada,italy,195,1.0324452,0.94719062
CAN,JPN,canada,japan,195,1.2840109,1.2051852
CAN,MEX,canada,mexico,195,0.81619822,0.89018753
CAN,POL,canada,poland,195,0.78709743,0.855388
CAN,ROU,canada,romania,195,1.0271558,1.1075732
CAN,KOR,canada,southkorea,195,0.80013472,0.72051557
CAN,ESP,canada,spain,195,1.1071248,1.0005613
CAN,SWE,canada,sweden,195,0.85527638,0.96098357
CAN,GBR,canada,unitedkingdom,195,0.81073627,0.85223029
CAN,USA,canada,unitedstates,195,1.1697311,0.9863014
CAN,ROW,canada,zz_row,195,0.99485755,1.0103206
CHN,AUT,china,austria,195,0.92648496,0.85624114
CHN,CAN,china,canada,195,0.86196281,0.81323975
CHN,CHN,china,china,195,1,1
CHN,CZE,china,czechrepublic,195,0.86631884,0.82109323
CHN,DNK,china,denmark,195,0.90800115,0.85284729
CHN,FIN,china,finland,195,0.92918941,0.86091874
CHN,FRA,china,france,195,0.87551323,0.85082384
CHN,DEU,china,germany,195,0.89291075,0.86441357
CHN,GRC,china,greece,195,0.85312268,0.77751563
CHN,IND,china,india,195,0.94497749,1.0592652
CHN,ITA,china,italy,195,0.86352878,0.85836681
CHN,JPN,china,japan,195,1.1989629,1.1457521
CHN,MEX,china,mexico,195,0.86169506,0.80378249
CHN,POL,china,poland,195,0.78934595,0.7295958
CHN,ROU,china,romania,195,0.82001458,0.810488
CHN,KOR,china,southkorea,195,0.79378441,0.75765671
CHN,ESP,china,spain,195,1.0105607,0.84510461
CHN,SWE,china,sweden,195,0.81927024,0.77009925
CHN,GBR,china,unitedkingdom,195,0.828804,0.76707872
CHN,USA,china,unitedstates,195,1.0199966,0.84808989
CHN,ROW,china,zz_row,195,0.92718269,0.87181839
CZE,AUT,czechrepublic,austria,195,1.1361774,1.0562867
CZE,CAN,czechrepublic,canada,195,0.87737695,0.86443928
CZE,CHN,czechrepublic,china,195,1.0910489,1.1014352
CZE,CZE,czechrepublic,czechrepublic,195,1,1
CZE,DNK,czechrepublic,denmark,195,1.1104456,1.0616452
CZE,FIN,czechrepublic,finland,195,1.0569103,0.97957329
CZE,FRA,czechrepublic,france,195,1.0358485,1.0984542
CZE,DEU,czechrepublic,germany,195,1.0429536,1.0719162
CZE,GRC,czechrepublic,greece,195,0.96843202,1.1647859
CZE,IND,czechrepublic,india,195,1.4532217,1.1365657
CZE,ITA,czechrepublic,italy,195,1.0169003,1.0738239
CZE,JPN,czechrepublic,japan,195,1.3760732,1.2542095
CZE,MEX,czechrepublic,mexico,195,0.94838862,0.9548252
CZE,POL,czechrepublic,poland,195,0.88707483,0.8886806
CZE,ROU,czechrepublic,romania,195,1.0013172,0.9152863
CZE,KOR,czechrepublic,southkorea,195,0.87059047,0.73904609
CZE,ESP,czechrepublic,spain,195,0.97174593,1.1104077
CZE,SWE,czechrepublic,sweden,195,1.0562968,0.95772547
CZE,GBR,czechrepublic,unitedkingdom,195,0.93826874,1.0229155
CZE,USA,czechrepublic,unitedstates,195,1.1881205,1.0452148
CZE,ROW,czechrepublic,zz_row,195,1.0823236,1.0636735
DNK,AUT,denmark,austria,195,1.23369,1.0407088
DNK,CAN,denmark,canada,195,1.071132,0.94834174
DNK,CHN,denmark,china,195,1.2126031,1.2232536
DNK,CZE,denmark,czechrepublic,195,1.0819391,0.90405265
DNK,DNK,denmark,denmark,195,1,1
DNK,FIN,denmark,finland,195,1.1222639,0.97414884
DNK,FRA,denmark,france,195,1.1516069,0.97671417
DNK,DEU,denmark,germany,195,1.2324844,0.98182109
DNK,GRC,denmark,greece,195,1.038128,0.97606617
DNK,IND,denmark,india,195,1.0948315,0.90760695
DNK,ITA,denmark,italy,195,1.1609245,0.97042203
DNK,JPN,denmark,japan,195,1.3780184,1.2239812
DNK,MEX,denmark,mexico,195,1.0163987,0.88886058
DNK,POL,denmark,poland,195,0.85846048,0.84845588
DNK,ROU,denmark,romania,195,1.1076719,0.97484385
DNK,KOR,denmark,southkorea,195,0.88942341,0.70340401
DNK,ESP,denmark,spain,195,0.96582851,0.94803398
DNK,SWE,denmark,sweden,195,1.0533556,0.90427408
DNK,GBR,denmark,unitedkingdom,195,1.0503759,0.91897196
DNK,USA,denmark,unitedstates,195,1.4044805,1.0320631
DNK,ROW,denmark,zz_row,195,1.132926,0.94029147
FIN,AUT,finland,austria,195,1.1398973,1.034054
FIN,CAN,finland,canada,195,0.95391711,1.0112167
FIN,CHN,finland,china,195,1.1085075,1.2232188
FIN,CZE,finland,czechrepublic,195,0.98853735,0.92139549
FIN,DNK,finland,denmark,195,1.1210877,1.0069283
FIN,FIN,finland,finland,195,1,1
FIN,FRA,finland,france,195,0.96956182,0.99097769
FIN,DEU,finland,germany,195,1.1175837,1.016724
FIN,GRC,finland,greece,195,1.1938042,1.0318726
FIN,IND,finland,india,195,1.1690098,0.9011239
FIN,ITA,finland,italy,195,0.90543772,1.0172883
FIN,JPN,finland,japan,195,1.284866,1.2611555
FIN,MEX,finland,mexico,195,1.0331637,1.0329459
FIN,POL,finland,poland,195,0.76164488,0.87692894
FIN,ROU,finland,romania,195,0.68682009,0.90513706
FIN,KOR,finland,southkorea,195,0.95325909,0.85500497
FIN,ESP,finland,spain,195,1.0476403,0.98186828
FIN,SWE,finland,sweden,195,0.97937466,0.94175772
FIN,GBR,finland,unitedkingdom,195,1.0133238,0.93143919
FIN,USA,finland,unitedstates,195,1.3926694,0.9810768
FIN,ROW,finland,zz_row,195,1.1168616,1.0515801
FRA,AUT,france,austria,195,1.0255759,1.0117822
FRA,CAN,france,canada,195,1.0380166,0.88676341
FRA,CHN,france,china,195,1.175318,1.1621193
FRA,CZE,france,czechrepublic,195,0.92679758,0.90412191
FRA,DNK,france,denmark,195,1.0769675,1.0091325
FRA,FIN,france,finland,195,1.1208514,1.017168
FRA,FRA,france,france,195,1,1
FRA,DEU,france,germany,195,0.96873122,1.0172361
