iso,country,date,L_hat_c,phistar_hat_c,psiS_hat_c,psiR_hat_c,DR2_c,chiC_hat_c,chiD_hat_c,AC_hat_c,AD_hat_c,AS_hat_c,kC_hat_c,kD_hat_c
CZE,czechrepublic,199,0.99312019,0.98438115,0.88786036,1.0190225,0.00014163,1.0081613,1.0084936,0.96100577,1.0331194,1.0228125,1.0038947,0.98704635
CZE,czechrepublic,200,0.9995925,0.93808914,1.1163376,0.98280555,0.00012508,1.0262446,1.0080893,0.8864678,0.91624769,0.97505784,1.0033894,0.98768801
CZE,czechrepublic,201,0.99164289,0.92683063,1.0096307,0.9983832,0.00013275,0.88565716,1.0607628,1.0937841,1.0432284,1.0148012,1.0025543,0.98907781
CZE,czechrepublic,202,1.0032888,1.0230952,1.046061,0.99218021,0.00020484,1.0129063,1.0469527,1.0014915,0.92772164,0.97290776,1.0016365,0.99250543
CZE,czechrepublic,203,1.0028683,0.99744476,0.94205915,1.0103708,0.00020401,1.0227237,1.0055084,0.98114862,1.0294595,0.9947342,1.0018659,0.99436441
CZE,czechrepublic,204,1.0006129,1.0143476,1.2100865,0.96493906,0.00020482,0.98780593,1.0275843,1.0021842,0.96594689,0.97178655,1.0018448,0.99419838
CZE,czechrepublic,205,0.99469171,1.0137879,0.97660988,1.0048952,0.00022237,1.0390204,1.0014422,0.99598713,1.0325441,1.0080905,1.001378,0.99514329
CZE,czechrepublic,206,1.000821,1.0028877,0.9011358,1.0201086,0.00026185,0.95403213,0.93321861,1.0096863,0.92458023,0.96290553,1.0018952,0.9947723
CZE,czechrepublic,207,1,0.93139867,0.95496415,1.0080918,0.00027381,0.90365179,0.90939862,1.0531469,1.0727883,1.0085526,1.0012532,0.99256074
CZE,czechrepublic,208,0.99876948,0.99913458,1.1402687,0.97612552,0.00026554,0.96810334,0.95136355,0.95812115,0.865725,0.99175599,1.0004329,0.99031057
CZE,czechrepublic,209,1.0010267,0.95601296,0.92421788,1.0150675,0.00022761,0.9645341,1.0168486,1.025797,1.0454063,1.0101896,0.99934247,0.98918277
CZE,czechrepublic,210,1.0020513,0.98455778,0.97972206,1.0036709,0.0002655,0.98252861,0.86178996,0.98933767,0.94106516,0.96830306,0.9992817,0.99053693
CZE,czechrepublic,211,1.0032753,1.0558954,0.94840662,1.0091172,0.00032898,0.97832497,0.91547469,1.0246101,0.97733551,0.98678813,0.99911196,0.98649501
DNK,denmark,161,1.0149701,0.95499126,1.0060232,0.9992367,-0.00027346,0.91388296,0.94486827,1.0182109,0.99245031,0.99114137,0.99836085,0.98677192
DNK,denmark,162,1.0014749,0.96954624,0.91900878,1.0103334,-0.00027752,0.96018258,0.92963285,1.0115096,0.94126077,0.95928488,0.9974755,0.98618529
DNK,denmark,163,0.99558174,0.99406647,1.030345,0.99647834,-0.00028596,0.97420649,0.94873711,1.0072143,0.97541857,1.0298313,0.99711511,0.98473364
DNK,denmark,164,1.006287,1.0265518,0.94622098,1.0064534,-0.00029201,1.0726196,1.0546673,0.96325447,1.0370421,0.95390853,0.99689253,0.98409525
DNK,denmark,165,1.0033076,0.9772865,1.1136476,0.98717862,-0.00025443,0.9705742,0.95013466,1.0112129,0.99006714,1.0159938,0.99732148,0.98467902
DNK,denmark,166,0.9952381,1.0314246,0.97177646,1.003592,-0.00019053,1.0381462,0.97170346,1.0034074,1.0392326,1.0277763,0.99725739,0.98420671
DNK,denmark,167,1.0114096,0.99639887,0.81702924,1.0225485,-0.00023395,0.98996552,1.0269007,1.0037108,0.94975188,0.95167604,0.99770194,0.98353656
DNK,denmark,168,1.0021834,0.9918322,1.1488295,0.98534525,-0.00017206,1.001583,0.97054389,0.97403635,0.93091494,1.0178816,0.99759636,0.98425954
DNK,denmark,169,0.98801743,1.0396898,0.91776457,1.0094409,-0.00020993,0.99632579,1.0007272,1.033732,0.85669361,0.95924256,0.99755841,0.98382519
DNK,denmark,170,1.0069827,1.0356168,1.0143043,0.99850695,-0.0002359,1.0259245,1.080739,0.99066859,1.1357305,1.0058216,0.99745051,0.983714
DNK,denmark,171,0.99379562,1.0117078,0.9896878,1.0010934,-0.00023909,0.99769464,0.94045599,1.0005477,0.95439389,0.99660487,0.99750545,0.98516772
DNK,denmark,172,0.99522585,1.035831,0.97128618,1.0030098,-0.00022284,1.0943434,1.0012585,0.98496448,1.0091248,0.99157536,0.99739591,0.98391097
DNK,denmark,173,0.99889299,1.0132588,0.86450954,1.013753,-0.00020746,1.0099059,0.94722225,0.99900868,1.0611043,0.98510651,0.99838263,0.98347109
DNK,denmark,174,0.99889176,0.98125342,1.1546862,0.98661005,-0.00023369,0.96479392,0.98750885,1.0106536,1.0169714,1.0608903,0.99839757,0.98225728
DNK,denmark,175,1.0051775,1.0333323,0.88657477,1.0114909,-0.00024385,1.0386552,1.0735738,1.018356,0.90307215,0.99878192,0.99805555,0.98247067
DNK,denmark,176,0.9937454,1.0359607,1.0080359,0.99928643,-0.00019598,1.0316629,0.95454139,0.98154305,1.0365975,0.96237394,0.99861431,0.98385175
DNK,denmark,177,1.0059237,0.96744878,1.0817105,0.99268081,-0.00024892,0.96363014,1.0578536,1.0093718,0.93993874,1.032252,0.99878783,0.98295844
DNK,denmark,178,1.0088333,1.0226126,0.98644373,1.0013232,-0.00017381,1.0127735,1.035055,0.99110241,1.0406712,0.98812919,0.99839617,0.98448054
DNK,denmark,179,1.0065669,1.0366014,0.9509806,1.0047136,-0.00018372,1.0395647,0.99386139,1.0069213,0.9995102,0.98087347,0.99853379,0.98551098
DNK,denmark,180,0.99166365,0.97680875,1.0838765,0.99236597,-0.00018062,1.0111057,0.97652439,0.992984,0.99782915,1.0423518,0.99896133,0.98502635
DNK,denmark,181,1.0025585,0.98845278,0.98679668,1.0013125,-0.00026814,0.96556136,1.0541449,1.0509452,0.96400247,0.98231002,0.99909163,0.98443465
DNK,denmark,182,0.99781261,0.96685234,0.9649999,1.0034289,-0.00022579,0.97581604,0.94592578,0.9872872,0.98149215,0.99876855,0.99895468,0.98641425
DNK,denmark,183,1.0036536,0.99146102,0.92486208,1.0070791,-0.00014316,0.99575921,0.99023494,1.0108322,0.99754037,0.94718312,0.9987141,0.98565201
DNK,denmark,184,1.0131052,0.98627997,1.1378174,0.98807555,-0.00025974,1.0075578,1.1020964,0.97131565,1.0549695,1.0297661,0.99889303,0.98581719
DNK,denmark,185,1.0025153,1.0511973,0.92014921,1.007956,-0.00024116,1.0816785,1.0148952,1.0196706,1.0464376,0.99129698,0.99877926,0.98891123
DNK,denmark,186,1.0003584,0.99268529,1.0474014,0.99568854,-0.00021398,1.0545456,0.95151851,1.0062309,1.0409556,1.0037426,1.0000661,0.989104
DNK,denmark,187,1.0100322,0.98743735,1.1133631,0.98915338,-0.00016199,0.98247362,1.0856223,0.9525013,1.0071066,0.97481,1.0012032,0.987568
DNK,denmark,188,1.0010642,1.0138818,0.83952412,1.0172825,-0.00014609,1.0351437,1.0258206,1.0142595,1.0115384,0.97290057,1.0004163,0.99032471
DNK,denmark,189,1.0003544,0.99780848,1.1762252,0.98433769,-0.00017217,0.96782241,0.98671175,1.0136472,1.0431391,1.0664374,1.001119,0.99122292
DNK,denmark,190,0.99645767,1.0009966,0.89708316,1.01093,-0.00022015,0.99592396,1.0156364,0.97736177,0.97976619,0.9693333,1.0005608,0.99080594
DNK,denmark,191,0.99253466,1.034368,1.1080692,0.98981531,-0.00022892,0.9937483,1.0056896,1.004612,1.0405212,1.0461728,1.0001165,0.99146107
DNK,denmark,192,0.99856734,1.0073369,0.98417959,1.0016691,-0.00015481,1.0678109,0.98756118,1.0098874,1.0363744,0.96919493,0.99976939,0.99161451
DNK,denmark,193,1.0147059,1.0327072,0.91090655,1.0092354,-0.00018218,0.97875453,1.0369009,1.0229878,0.91527877,0.95442715,1.0010145,0.99073856
DNK,denmark,194,1.0106045,0.97278224,1.1303038,0.98780879,-0.00024711,0.96980576,0.98706317,0.9709903,1.0047375,1.0777742,1.0004925,0.99175384
DNK,denmark,195,1.0003498,0.93350467,0.93001351,1.0074925,-0.00018832,0.94276444,0.91400908,0.97133287,1.1184779,0.97139555,0.99983281,0.99186965
DNK,denmark,196,1.001049,0.99000964,0.90154166,1.00973,-0.00019196,0.95593463,0.91990418,1.052972,0.9562662,0.96268052,0.99909328,0.9897126
DNK,denmark,197,0.98428222,1.0017148,0.84952762,1.0132769,-0.00008367,0.99313642,0.85708695,0.96655996,0.96904224,0.9658852,0.99880845,0.98691767
DNK,denmark,198,0.98651526,1.0444233,0.93918288,1.004499,-0.00010249,0.99468307,0.9839213,0.99979911,0.85574405,1.0299719,0.99844918,0.98335317
DNK,denmark,199,0.99676259,1.0079118,0.90158612,1.0068069,-0.00009392,0.96718517,0.97990706,1.0108519,1.0025147,0.97610305,0.99808373,0.98302284
DNK,denmark,200,0.97906893,0.96361703,1.1402072,0.99131597,-0.00013839,0.91474985,0.85016171,1.0411315,0.94096427,1.055957,0.99761146,0.98276963
DNK,denmark,201,1,0.94554255,1.0485888,0.99653854,-0.0001611,0.95841045,1.0525567,1.0064351,0.93993552,0.98817708,0.99682659,0.9806404
DNK,denmark,202,0.99889421,0.98506621,0.92805349,1.0053932,-0.00018721,0.98757387,0.97525232,1.0140572,0.98070949,0.9412644,0.99663439,0.98219601
DNK,denmark,203,0.99741697,1.0176732,1.0662947,0.99541277,-0.00018567,1.0271873,0.99379052,0.99219315,1.0702471,1.0390836,0.99660841,0.98205445
DNK,denmark,204,0.99852016,0.99976038,0.89429731,1.0078349,-0.00013293,0.98815932,0.83758065,1.0670597,0.56763273,0.89525382,0.99681615,0.98188599
DNK,denmark,205,1.000741,1.0180035,1.1495082,0.99016662,-0.00006826,1.05815,1.1334525,0.94391939,1.4950049,1.0562592,0.99707486,0.97937999
DNK,denmark,206,1.0025916,0.96655869,0.93334231,1.0050897,-0.00007055,0.97104602,1.0534182,1.0305543,1.0203978,0.8944063,0.99736404,0.98105902
DNK,denmark,207,1.0003693,0.96571451,1.0168097,0.99880811,-0.00007362,0.99375551,0.93291195,1.025932,1.1468327,1.1138791,0.9973603,0.98229583
DNK,denmark,208,0.99409376,0.98974337,0.98818557,1.0008528,-0.00008584,0.98490326,0.98114142,1.031111,0.91700412,0.98966522,0.99765222,0.98145929
DNK,denmark,209,1.0007427,0.96676831,1.0278895,0.99801233,-0.00010933,1.0421072,0.93722177,0.92068744,0.90494861,0.99262347,0.99771492,0.98143562
DNK,denmark,210,0.99814471,0.97304607,1.0882557,0.99352176,-0.00010459,0.96477219,1.0070212,1.0347403,1.1364304,1.0286179,0.99785489,0.98069269
DNK,denmark,211,0.99591078,1.0163346,1.060988,0.99509644,-0.00011837,1.0232696,1.0657286,1.0145275,1.1835407,1.0590782,0.99776918,0.98123478
FIN,finland,161,1.0125056,0.95150508,1.1108739,0.98009874,0.00017206,0.96647588,1.0298398,1.0042066,1.0000862,0.99711368,1.0006655,0.99488104
FIN,finland,162,1.0033307,0.96181442,0.98387474,1.0032806,0.00012512,1.0045525,0.92364947,0.96983707,1.0162892,1.0025293,1.0004606,0.99777881
FIN,finland,163,1.0017705,0.98732105,1.0119621,0.99761344,1.66E-04,0.97120128,1.0262033,1.0378843,1.0080041,0.99930833,1.0004137,0.99511983
FIN,finland,164,1.0015464,1.077076,0.8939324,1.0214659,0.00010954,1.0298147,1.0265837,1.0134126,1.0162442,1.0073353,1.0004385,0.99730917
FIN,finland,165,1.0053003,0.99751239,1.1003721,0.98222296,0.00011441,0.97298935,0.863341,0.96952,1.0009961,1.0082235,1.0006566,0.99767425
FIN,finland,166,1.0011013,1.0071768,0.87726612,1.0243523,0.00009646,1.0141923,1.05981,0.99296399,1.0360491,1.0071279,1.0002838,0.99252285
FIN,finland,167,1,0.99741028,1.0397577,0.99324417,0.00003828,0.9531909,0.91157723,1.0349016,0.9614154,1.0011192,1.0003452,0.99491885
FIN,finland,168,1,1.001392,0.909688,1.016065,0.00006601,0.99502893,1.037317,1.0231177,1.0440266,0.99747328,0.9998158,0.99133507
FIN,finland,169,1.0038462,1.0419919,1.0559712,0.99108607,0.00006489,1.0084542,0.99414406,1.0025593,0.9890729,1.013318,1.0000651,0.99343211
FIN,finland,170,0.99922992,1.0369031,1.0073448,0.9987537,0.00005973,1.0250487,1.0291526,1.0134203,1.0094319,1.0005094,1.0000291,0.99307189
FIN,finland,171,1.0007707,1.0181738,0.96556774,1.0058929,0.00006337,0.99504594,0.94723834,1.0107794,0.98396792,1.0079714,1.0003414,0.99371092
FIN,finland,172,1.0011001,1.0331626,1.0062465,0.9989738,0.00011144,1.0422031,1.1519758,0.98529662,1.0073417,0.98293918,1.0002725,0.99158051
FIN,finland,173,0.99507389,1.0225108,1.0039107,0.99935285,0.00006475,1.0342075,0.94160751,0.9821742,1.0210182,1.0005729,1.0007163,0.99723295
FIN,finland,174,0.99922992,1.0026068,0.95254524,1.0078887,0.00011732,0.99926858,0.96028751,0.99577262,1.0092551,1.0211383,1.001028,0.9946359
FIN,finland,175,1.0015413,1.0332964,1.0342388,0.99462083,0.00016586,1.0278282,0.98704019,0.99640384,0.97839875,1.0065783,1.001174,0.9935609
FIN,finland,176,1.0003298,0.9953574,0.97757972,1.0036627,0.00006751,1.0331755,1.0577268,1.0017951,1.0267406,1.0009471,1.0015388,0.9927901
FIN,finland,177,0.99615385,0.9749698,1.0731782,0.98835591,0.00006911,0.99656642,1.0901102,0.99865338,1.0236928,1.0125403,1.0019784,0.99493364
FIN,finland,178,1.0003297,1.0143628,0.94703872,1.0091504,0.00014076,1.0025784,0.98464083,0.99254462,1.011697,0.99838945,1.0021004,1.0003721
FIN,finland,179,1.0021971,1.0196273,1.0394034,0.99361107,0.00009739,1.0455973,1.0046402,0.9934971,0.97681099,1.0037471,1.0020177,0.99962189
FIN,finland,180,1.0007673,0.9930566,0.9097822,1.0153022,0.00011931,1.0198677,1.0478973,0.98241145,0.99208468,0.98704886,1.0026197,0.99894974
FIN,finland,181,1.012691,0.98403836,1.0919175,0.98602982,0.0001245,0.98033581,1.0006836,1.0040408,0.99049042,0.98958834,1.0028532,1.0014483
FIN,finland,182,1.0021882,0.95574438,1.0248687,0.99581441,0.00016903,1.0039115,0.98854935,0.97751649,1.0058584,1.0070275,1.0028676,1.0025598
FIN,finland,183,1.0018559,0.96831186,1.0450879,0.99218996,0.00017438,0.99375688,1.0302995,1.005834,1.0098053,1.0104254,1.0029381,1.0026402
FIN,finland,184,1.0014166,0.99721487,0.89845948,1.0185264,0.00018273,0.98020323,0.99366296,1.0325788,1.0060236,0.987647,1.0030561,1.0051807
FIN,finland,185,1.012551,1.0299247,1.2045061,0.96708575,0.00020771,1.0332909,0.99528478,0.98877273,0.97835449,1.0124808,1.0029117,1.0046216
FIN,finland,186,1.0018478,1.0027838,0.9000797,1.0200297,0.00019364,1.0086928,1.1156765,1.0173455,0.99512523,0.99400293,1.0032739,1.002991
FIN,finland,187,1.0017359,0.99284326,1.0530697,0.99061279,0.000099,0.98100829,0.97342576,1.0566926,1.0083314,1.0027834,1.0035291,1.0101501
FIN,finland,188,1.0029243,1.0451417,0.85863234,1.0265823,0.00021884,1.0159745,1.0186902,1.0388103,0.98603,1.0014346,1.0037218,1.0075924
FIN,finland,189,1.0142695,0.98389069,1.1450658,0.97718495,0.00016058,1.0415376,1.0224444,0.97598845,1.009373,1.0221544,1.0045112,1.0085233
FIN,finland,190,1.0021535,0.96190385,0.95460669,1.0083657,0.00003477,1.0544665,1.0334884,0.94418041,1.0309763,1.0002871,1.0051122,1.0092762
FIN,finland,191,1.0006447,1.0404584,1.0263496,0.99540283,0.00006874,1.0151273,1.0706837,1.0315087,1.0341305,1.0067157,1.0056386,1.0116158
FIN,finland,192,1.0028992,1.0218235,0.96632847,1.0060573,0.00015131,0.99576904,1.0051035,1.075327,0.98097588,0.95769004,1.0063181,1.0165907
FIN,finland,193,1.0106986,1.0383185,1.2022614,0.96505153,0.00016146,1.044715,0.977725,0.96245538,0.96173784,1.0044082,1.0070599,1.0152162
FIN,finland,194,1.0003202,0.99017952,0.99864285,1.0002921,0.00017241,0.99256929,1.0180111,0.96097826,1.0257027,0.97449297,1.0074791,1.0114736
FIN,finland,195,0.99829297,0.95990761,1.0031602,0.99932086,0.00011971,0.95454623,0.88847513,0.93369791,1.0141918,0.9944327,1.0067993,1.013602
FIN,finland,196,0.99679384,1.0264036,0.6902007,1.0668332,0.00015479,0.98602924,0.88814039,0.97803024,0.9748078,0.97057372,1.0052109,1.0063997
FIN,finland,197,0.98620731,0.995745,1.1411021,0.98030643,0.00014703,0.98307049,0.93447345,0.97237104,1.0006868,1.0163588,1.0047182,0.99860178
FIN,finland,198,0.99169095,1.0264041,1.0361064,0.99413406,0.00017183,0.96022016,1.0917862,1.0657862,1.0207293,1.0046175,1.0038524,0.99531327
FIN,finland,199,0.99564744,0.96173014,1.0891573,0.98490373,0.00001909,0.98997944,0.90274967,0.9960569,0.98768115,1.0022434,1.0034254,0.9996535
FIN,finland,200,0.99781421,0.97908977,0.81683978,1.0342958,0.0001287,0.9588016,1.0958495,1.0103185,1.0435625,0.98383068,1.0030652,0.99462721
FIN,finland,201,0.99659602,0.92357635,1.0646756,0.99043593,0.00010099,0.91695502,0.93795357,1.0893139,0.95593431,0.99267827,1.0026419,1.0007603
FIN,finland,202,1.0018614,1.0024868,1.1380112,0.97806148,0.00018951,1.0053115,1.0257382,0.98345043,0.98977077,1.0004818,1.002205,0.99894458
FIN,finland,203,1.0021858,1.015575,1.0574451,0.98937506,0.00010432,1.0090014,0.92386672,1.047769,0.99004411,1.0257685,1.0022967,1.0005395
FIN,finland,204,1.002181,1.0037058,0.78951681,1.041609,0.00015091,0.99687074,1.1724354,1.0250087,1.0311924,0.96512869,1.0027513,0.99571305
FIN,finland,205,1.0051652,1.057612,1.2869118,0.95700923,0.00022561,1.0215231,1.0013657,1.016422,0.99740887,1.0167955,1.0028236,1.0045428
FIN,finland,206,1.0015212,0.97422844,1.0186388,0.99624441,0.00018133,0.99774936,0.9497391,0.98481835,0.99826834,1.0031019,1.0033095,1.0035397
FIN,finland,207,1.001085,0.9721552,1.0724231,0.98507924,0.00016634,0.99146777,1.0327349,0.99456609,1.0264661,1.0003505,1.0032725,1.0010865
FIN,finland,208,1.0014089,0.9992693,0.84748637,1.0342072,0.00022072,0.98144123,0.96299141,1.010523,0.98704569,0.99143946,1.0033276,1.0042652
FIN,finland,209,1.0037313,0.95951348,1.1481216,0.97277597,0.00018156,1.0066674,0.95838342,0.95901543,1.0085707,1.0002594,1.0030909,1.0021756
FIN,finland,210,0.99967532,0.97422273,0.90688511,1.0201989,0.00019465,0.97205818,0.92430549,0.98403085,1.0005338,0.9898628,1.002976,1.0001522
FIN,finland,211,0.99783479,1.0125562,1.1591557,0.96930987,0.00012401,1.0119426,1.0505344,1.0069813,1.0118541,1.0160241,1.0024476,0.99693676
FRA,france,173,1,1.0243973,0.93274256,1.0141953,-3.40E-06,1.0407883,1.0003737,0.98561004,1.0248062,1.0036395,0.99828388,0.98664581
FRA,france,174,0.99789789,0.98058919,0.96338358,1.0071075,-0.00008931,0.97963634,0.96128885,1.0066125,1.0024627,1.0108763,0.99861842,0.98655478
FRA,france,175,1.0021876,1.0291757,0.9862947,1.0025448,0.00007248,1.0268239,0.99766386,0.9984981,0.98246924,1.0075338,0.99846211,0.98601017
FRA,france,176,0.99482598,1.0189003,1.0346061,0.99367847,-0.00010623,1.0301076,1.0393642,1.0018446,1.0255709,1.0051801,0.99869107,0.98588585
FRA,france,177,1.0026817,0.98010857,1.0040363,0.99923232,0.00015322,1.0132478,0.97656316,0.97157503,0.97536013,1.0054147,0.99900126,0.98688387
FRA,france,178,1.0032014,1.00214,0.97849876,1.0041091,0.00010953,1.0110314,1.0256617,0.99479924,1.0154923,1.0080213,0.99911883,0.9867771
FRA,france,179,1.0037163,1.0236072,0.99694729,1.0005685,0.00001977,1.030421,1.0467103,1.0040041,1.022118,1.0056768,0.99921756,0.98765569
FRA,france,180,0.99786703,1.0055391,1.008163,0.99848526,0.00030244,1.0103817,0.97449749,1.0021808,1.0332673,1.0083744,0.99956337,0.98887919
FRA,france,181,1.0047994,0.96869653,0.9951525,1.0009082,0.00022697,0.96177003,0.96989723,1.0181502,0.97543004,0.99455674,0.9997671,0.98829554
FRA,france,182,1.003492,0.97417249,0.98042706,1.0036461,0.0004622,0.9793414,0.96783313,1.0024975,0.99669044,1.0126156,0.99949447,0.98808322
FRA,france,183,0.99884005,0.98815714,0.98374452,1.0029581,0.00060641,1.0227889,0.97664659,0.96977563,1.005719,1.0046582,0.99939115,0.98782719
FRA,france,184,0.99763735,1.0005835,0.9474963,1.0093712,0.00088399,1.0149753,0.97653972,0.99061872,1.0037674,0.99726646,0.99959513,0.9876232
FRA,france,185,1.0025288,1.0253002,1.0187346,0.99686111,0.00074645,1.0334377,1.0571401,1.0062674,1.0089436,1.016578,0.99975408,0.98716025
FRA,france,186,1.0022822,1.0084157,1.0431435,0.99261291,0.00070375,1.0160834,1.0027454,0.99516965,1.0204653,1.0097215,1.0001431,0.98855113
FRA,france,187,1.0063117,1.0002373,0.96628817,1.006066,0.00062085,1.0114833,0.98774871,1.0094769,0.9992033,0.99974508,1.0003188,0.98856867
FRA,france,188,1.0019848,1.0055485,1.0132596,0.99770842,0.00049,1.0139285,1.0102075,0.99401575,0.97564404,1.0013203,1.0006467,0.98842181
FRA,france,189,1.0037241,1.0044373,1.0379344,0.99334186,0.00048195,1.0276883,1.0103642,0.98677091,1.0091027,1.007296,1.000769,0.98881242
FRA,france,190,1.0064733,0.99882734,0.96505248,1.0064093,0.00045642,1.0053355,1.02057,0.99635581,1.0101352,0.99252162,1.0011158,0.98928404
FRA,france,191,1.0051767,1.0179643,1.0340884,0.99400521,0.00069975,1.0363298,0.99065301,0.9869996,1.0102161,1.007893,1.0011611,0.99020409
FRA,france,192,1.0046428,1.025096,1.0081569,0.99850767,0.00086155,1.0433486,1.0051558,0.97993999,0.98513945,0.99381636,1.001627,0.98980167
FRA,france,193,1.0045437,1.0064477,1.0188573,0.99651668,0.00066029,1.0465616,1.0637629,0.96629865,1.0020757,0.99709588,1.0020144,0.98963774
FRA,france,194,1.0006959,0.97787766,1.03841,0.99274586,0.00086019,0.98480805,0.95825794,0.98608427,1.0077939,0.99474341,1.0023912,0.99148865
FRA,france,195,1.0005409,0.95809375,0.92387745,1.0150379,0.0007138,0.91635951,0.85543382,1.0086145,0.97118051,0.99215476,1.0021019,0.99048096
FRA,france,196,1.0001544,1.0046037,0.84551035,1.0277782,0.00045807,1.0112136,0.91753475,0.97763466,0.98928689,1.0122038,1.0008966,0.98656916
FRA,france,197,0.99316681,0.99548944,1.0318475,0.99528915,0.00025486,0.99756539,1.0000143,1.0016172,1.0180184,1.0223305,1.0008714,0.98441779
FRA,france,198,0.99821193,1.0156879,1.0492244,0.99245132,0.00051056,1.0033957,1.0161344,1.004056,1.000347,1.0049767,1.0007392,0.98456898
FRA,france,199,0.99719626,1.0010352,1.005073,0.99917754,0.00045986,0.99530863,1.063384,0.99996653,1.0190442,1.0099714,1.0006755,0.98496956
FRA,france,200,0.99773508,0.95487102,0.95063473,1.0080506,0.00054193,0.93954064,0.93254266,1.004521,0.98219196,0.99724802,1.0005206,0.98676425
FRA,france,201,1.0039922,0.93727693,1.0295573,0.9954543,0.00051749,0.92674206,0.96195962,1.019744,0.97902656,0.98960423,0.99973511,0.98577474
FRA,france,202,1.0012864,0.99132508,0.99840297,1.000254,0.00059738,0.98476598,0.98329721,0.99526888,0.98332951,0.98635393,0.99910502,0.98592973
FRA,france,203,1.0017909,1.0144302,0.98739858,1.0020007,0.00059556,1.0205939,1.0468077,0.99010961,1.0299821,1.0146773,0.99889907,0.98585969
FRA,france,204,0.99891182,1.0180657,1.1076921,0.98315119,0.00096803,0.99937942,1.0329708,1.0329774,1.0026405,1.0023564,0.99897663,0.98700324
FRA,france,205,1.0017897,1.0069867,1.0004933,0.99991305,0.00070605,1.0408767,1.0070992,0.97889128,0.99972506,0.99146628,0.99917765,0.98804076
FRA,france,206,1.0017865,0.97879169,0.95640176,1.0076896,0.00083196,0.99103213,0.95480207,0.99327589,0.98676824,0.99405383,0.99951731,0.98811594
FRA,france,207,0.99945726,0.97183867,0.99371258,1.0010525,0.00061944,0.99077405,0.94260875,0.99447811,1.0215322,1.0203375,0.99947559,0.98723157
FRA,france,208,0.99953454,0.9819193,0.98715783,1.002134,0.00073533,1.003993,0.9582985,0.95864135,0.9532029,0.98673418,0.99942314,0.98608365
FRA,france,209,1.0008149,0.97423725,0.96773206,1.0052818,0.00055897,0.97715401,0.99237897,1.0187141,1.0088825,0.99471842,0.99923118,0.98549595
FRA,france,210,0.9998449,0.97529751,1.0349103,0.99449908,0.00064595,0.95948592,0.92340737,1.0094727,1.0019981,1.0001027,0.99918477,0.98576359
FRA,france,211,0.99976732,1.020123,0.98813204,1.0019461,0.00054222,1.0074892,0.99033615,1.0094469,1.0189081,1.0049564,0.99880573,0.98444733
DEU,germany,161,0.99900412,0.95878057,1.0278638,0.99385558,0.0039119,0.92493271,0.96450304,1.0074588,0.99771523,1.0028184,0.99897764,1.0023507
DEU,germany,162,1.0010246,0.97022476,1.0680776,0.98447412,0.00405498,0.9787672,0.99745216,0.98149558,1.0055676,0.99054812,0.99810173,1.0017959
DEU,germany,163,1.0033748,0.96828466,1.0298143,0.99262309,0.00433789,0.96634938,0.97758537,0.99746908,0.98102945,0.9885026,0.99784564,1.0025522
DEU,germany,164,1.0044938,1.0539167,0.95823324,1.0107215,0.00399978,1.0472814,1.0491561,0.99489175,1.0117465,1.0064499,0.99753654,1.0020696
DEU,germany,165,0.99763963,0.9666689,0.98888628,1.0027047,0.00374898,0.94330659,0.93394726,0.99867364,1.0009387,0.98245204,0.99778235,1.003348
DEU,germany,166,1.0013205,1.0196467,0.9632974,1.0088092,0.00400694,1.0048709,0.97804089,1.0084463,1.0023088,1.0030591,0.99722315,1.0005983
DEU,germany,167,0.99813171,0.99427307,0.94382183,1.0128753,0.00259074,0.98543982,0.98066746,1.0087292,0.99930047,1.0122575,0.99730232,0.99895334
DEU,germany,168,0.99914669,0.99322704,0.97701725,1.0049082,0.00301091,0.97493828,0.93083859,0.99667693,0.99469059,1.0028985,0.99713449,0.99805385
DEU,germany,169,0.99710728,1.0049182,1.0569398,0.98817733,0.00275473,0.99037678,1.0581007,0.99787545,0.99984402,0.99191773,0.99688436,0.99485466
DEU,germany,170,0.99820407,1.0489734,0.95288289,1.0104639,0.0028662,1.042018,1.0161057,0.9929095,1.0000027,1.0085252,0.99661828,0.99719179
DEU,germany,171,0.99640168,1.0122577,0.97118291,1.0060351,0.00265627,1.001663,1.0018729,0.9962583,0.99898585,0.9944402,0.9968418,0.99699003
DEU,germany,172,0.99786099,1.0325532,1.0221629,0.99551929,0.00391923,1.0077162,1.081199,1.0152785,1.0036673,1.0044357,0.99677413,0.9968876
DEU,germany,173,0.99543443,1.0125912,1.0285651,0.99407037,0.00341836,1.0347686,1.0009672,1.0076433,1.0052491,0.99751853,0.99682135,1.0001532
DEU,germany,174,1.0000839,0.97667713,0.89349543,1.0228757,0.00346402,0.9891402,0.95365418,0.98874266,1.0022963,1.006958,0.9972273,0.99954529
DEU,germany,175,0.99902125,1.0077814,1.0887008,0.98335809,0.00285299,1.0047112,1.0683397,1.0088881,1.008072,1.0077297,0.99712947,0.99772563
DEU,germany,176,1.0012876,1.0266132,0.94425212,1.0115798,0.00361087,1.020436,0.97745214,0.98985325,0.98471676,0.98886809,0.99712421,1.0008599
DEU,germany,177,0.99826675,0.95315596,1.0301642,0.9941514,0.0030442,0.97096724,1.0143422,0.99400488,1.0047512,1.006193,0.99721404,0.99892491
