iso,country,date,L_hat_c,phistar_hat_c,psiS_hat_c,psiR_hat_c,DR2_c,chiC_hat_c,chiD_hat_c,AC_hat_c,AD_hat_c,AS_hat_c,kC_hat_c,kD_hat_c
DEU,germany,178,1.0044807,1.0107773,1.0012245,0.99975398,0.00357959,0.96208702,1.0331915,1.0203346,1.0014714,0.99345341,0.99690828,1.0004156
DEU,germany,179,1.0006133,1.0167001,1.0369776,0.99255969,0.0038125,1.0029443,1.0301451,1.0081469,0.98917391,0.98797188,0.99655948,1.0022265
DEU,germany,180,1.003845,0.99114595,0.9162219,1.0176115,0.00334361,1.0139815,0.96448963,0.94150206,0.9993558,0.99187748,0.99654112,1.0031514
DEU,germany,181,1.0108246,0.95435372,1.1020724,0.98068066,0.0035374,0.97036505,1.0193125,1.0236395,0.99838192,0.99554362,0.99634012,1.0008099
DEU,germany,182,0.99568906,0.9859757,0.96675507,1.0070712,0.00374263,0.97987592,0.93431642,1.0015072,0.98738187,0.99963448,0.99635636,1.0031905
DEU,germany,183,1.0029783,0.96451178,1.0583091,0.98809418,0.00337132,0.94609126,1.0513747,1.0409006,1.0078539,0.99337086,0.99630636,1.0001899
DEU,germany,184,1.0015397,1.0132972,0.97725264,1.0049747,0.00415294,1.0101647,0.96572529,0.94816495,0.9851379,0.99438082,0.9960157,1.0039902
DEU,germany,185,1.0121067,1.0021222,1.0388832,0.99173104,0.00317209,1.02859,1.0685678,1.0743401,1.0198121,1.0103874,0.995837,1.0018963
DEU,germany,186,1.0066455,0.99970623,0.95671705,1.0096423,0.00360537,1.026689,1.0172703,0.99796626,0.99636929,0.99325386,0.99650431,1.0053201
DEU,germany,187,1.0052274,0.98149996,0.98558208,1.0030435,0.00276339,0.97720055,1.0019937,1.0297547,0.98936141,0.98924562,0.99682385,1.0061724
DEU,germany,188,1.0031094,1.0186916,1.0559341,0.98839816,0.00332336,1.0180874,1.0180427,0.9895978,1.0069185,1.0137225,0.99672743,1.0063113
DEU,germany,189,1.0051307,0.99651839,0.99137398,1.0019115,0.00275635,0.99637611,0.99859032,0.96664276,1.007269,0.99892102,0.99686896,1.0073498
DEU,germany,190,1.0078162,1.0011267,0.96474006,1.0077312,0.00297013,0.99949355,0.99907677,1.0047582,0.99746548,0.98686046,0.99658961,1.0069789
DEU,germany,191,1.0087844,1.0109357,1.0194672,0.99591367,0.00295147,0.99788731,1.0038153,1.0125087,1.0159053,0.99005321,0.99664922,1.0069716
DEU,germany,192,0.99835255,1.0299289,0.97702041,1.0049377,0.00383308,1.064697,1.0145214,1.0102771,0.99408468,0.99566796,0.99666751,1.0066941
DEU,germany,193,1.0041647,1.0006469,1.0899515,0.98120883,0.0041754,1.0277598,1.0557227,0.94095084,1.0191794,1.0120319,0.9974748,1.0066582
DEU,germany,194,0.99715679,0.9857329,0.94693299,1.0123145,0.00416811,0.96812655,0.97936821,1.0112773,0.96925417,0.97306125,0.99729841,1.0095506
DEU,germany,195,1.0159569,0.95183389,0.95123101,1.0105862,0.00318841,0.98039707,0.88969297,0.95462518,0.97934697,0.98494255,0.99713113,1.0084875
DEU,germany,196,0.99750245,1.0177799,0.9250605,1.0153115,0.00362481,1.0059319,0.92792512,0.97051605,0.96031467,0.96525925,0.99705396,1.0023014
DEU,germany,197,0.99432126,0.99974235,0.96932652,1.0057101,0.00279118,0.98780908,0.96785729,1.0401792,1.0270284,1.0289304,0.99707588,0.9977051
DEU,germany,198,0.99706654,1.0225009,1.0222677,0.99600469,0.00299433,1.0094797,1.0307069,1.0124343,0.99310852,1.0045851,0.99713022,0.99607113
DEU,germany,199,0.99463653,0.99016003,1.0183201,0.99662629,0.00249232,0.9996123,0.99027121,0.99466274,1.0190339,1.0253303,0.99719362,0.99726066
DEU,germany,200,1.014371,0.95707756,1.036406,0.99314979,0.002855,1.0264283,0.99317844,0.88154128,0.98520653,0.97637931,0.99711019,0.99689032
DEU,germany,201,0.99840004,0.92899287,1.0213653,0.99580478,0.00288243,0.93180923,0.98829575,1.0872333,0.99771809,1.0117586,0.99692401,0.99797919
DEU,germany,202,0.99997415,0.98407846,0.99814574,1.0003734,0.00266707,0.95176781,0.99180043,1.0254915,0.98008839,0.98995481,0.99693006,0.99934584
DEU,germany,203,1.0016284,1.0116037,1.0486123,0.99023144,0.00274444,1.000637,1.049922,0.98798919,1.0466205,1.0133794,0.99653823,0.99944767
DEU,germany,204,1.0016,1.0112137,1.0595208,0.98733423,0.00315316,1.0011398,1.0271809,1.0968242,1.0067708,0.99620872,0.99633392,1.0017646
DEU,germany,205,1.0162317,1.0244077,1.0458298,0.98953459,0.00362054,1.0324086,1.0281037,0.97650934,0.9957692,0.98964898,0.99690962,1.0031153
DEU,germany,206,1.0073017,0.97451719,0.96146072,1.0093013,0.00354918,0.97867472,0.97234132,0.99611729,0.99324197,0.98356425,0.99712153,1.0042644
DEU,germany,207,1.0018374,0.97918466,0.97177862,1.0064882,0.00371315,1.0095918,0.95265208,0.97934079,1.0163633,1.0122465,0.99698528,1.0032898
DEU,germany,208,1.0044468,0.97876479,0.99924174,1.0001683,0.00385288,1.0013114,0.97409974,0.97623276,0.99314547,0.99611847,0.99717461,1.0011741
DEU,germany,209,0.99907456,0.98601862,0.97600185,1.0053221,0.00347619,0.9632329,0.9503663,1.0286615,0.99484463,0.99784098,0.99715244,1.0002766
DEU,germany,210,1.0022532,0.96908815,0.97399394,1.0055992,0.00323235,0.9709243,0.9581171,1.0022574,0.98857948,0.99062532,0.99698422,0.99813401
DEU,germany,211,1.0050707,1.0366233,1.010547,0.99780057,0.00346465,1.0122367,0.98160552,0.99700876,1.0169792,1.0113796,0.99682735,0.99698936
GRC,greece,161,1.0062174,0.96031326,1.020683,0.99114637,-0.00004269,0.9044791,0.99402369,0.99987198,0.98908441,0.98635305,0.99857782,0.98581725
GRC,greece,162,1.0081562,0.94510636,1.0255893,0.98871976,-0.00010633,1.0021832,0.98253867,0.99903287,1.0098406,1.0135397,0.99739414,0.98660122
GRC,greece,163,1.0063741,0.98803904,1.0092162,0.99578583,-0.00003381,1.0083766,0.98606275,1.009427,1.0284624,1.0065768,0.99764976,0.9867096
GRC,greece,164,1.0038977,1.1213437,0.9117842,1.0408814,0.0000609,1.0814785,0.84194103,1.0269346,1.1374829,1.0724034,0.9980293,0.98693109
GRC,greece,165,0.99466149,0.966575,1.0281968,0.98855359,0.0001511,0.94783269,1.0173668,0.98225967,0.96947434,0.96687465,0.99894437,0.98254418
GRC,greece,166,0.99634057,0.99919123,1.0124628,0.99473785,0.00005952,1.0073318,0.95189854,1.0015264,1.0472215,1.0260443,0.99832304,0.98351011
GRC,greece,167,1.0024486,1.0712443,0.87349568,1.0543653,0.00014382,0.92415655,1.1139107,1.0274408,0.9807467,0.99212424,0.99829116,0.98257674
GRC,greece,168,0.99413776,0.98506028,1.0319503,0.98862475,0.00013027,1.0743117,0.86311405,1.0238054,1.0579434,1.0350016,0.99714353,0.98509759
GRC,greece,169,1.0078624,1.023145,0.96164867,1.0142526,0.00010221,0.96677078,1.1168995,1.0051914,0.94510519,1.0068686,0.99845851,0.98231409
GRC,greece,170,1.0163335,1.0569655,0.96682819,1.0116883,0.00010371,0.98324607,1.0654565,1.0077228,1.0069231,0.98584399,0.99780066,0.98461112
GRC,greece,171,1.0076757,1.0553296,1.0004408,0.99985156,0.00019532,1.0659268,1.0115601,1.0190664,1.0051617,1.0226767,0.99731026,0.9858262
GRC,greece,172,1.0066651,1.0605232,0.99057141,1.0031768,0.00010788,1.0377735,1.0995911,1.0250279,0.99521075,1.0038124,0.99824388,0.98609617
GRC,greece,173,1.0054386,1.0344031,0.98721843,1.0042524,0.00019024,1.0682003,0.9540043,0.99905101,1.029152,1.002581,0.99858199,0.988555
GRC,greece,174,1.0035278,0.97710254,0.97290572,1.0088613,0.00014577,0.9769768,1.0017271,1.0074376,1.012414,1.002435,0.99956611,0.98695043
GRC,greece,175,1.0046871,1.0475125,0.96451082,1.0111933,0.00017646,1.0166125,1.0731441,1.0143096,0.99307456,1.0227571,0.99931975,0.98743404
GRC,greece,176,1.0011663,1.0451278,1.0010138,0.999695,0.00015481,0.9691702,1.0442319,1.0108433,0.9969446,0.98259435,0.99943998,0.98950731
GRC,greece,177,0.99627213,0.96324687,1.0642388,0.98064899,0.0001547,1.1016669,0.97055156,1.0137014,1.0138627,0.99890627,0.9986631,0.99068578
GRC,greece,178,1.0086529,1.0266645,0.95147206,1.0158644,0.00017661,0.91243613,0.9923457,1.0013817,1.0060441,1.011646,1.0007804,0.98991264
GRC,greece,179,1.0020867,1.0381048,0.94833726,1.0158186,0.00017223,1.0514205,0.9956449,1.0286807,1.0010945,1.0234396,0.99892678,0.98962036
GRC,greece,180,1.0046275,1.0186183,0.98372676,1.0046517,0.00024627,0.82529952,1.0773054,0.99915998,1.0117668,0.9887596,0.99975052,0.9890325
GRC,greece,181,1.0018425,0.93309144,1.0761374,0.9786894,0.00019143,1.0929044,0.88341785,1.0077476,1.0309218,0.99153575,0.99666456,0.99175956
GRC,greece,182,1.0034483,0.99198396,1.026648,0.99179866,0.00023697,1.0415694,0.95744343,1.0288177,1.0151519,1.0144815,0.99833979,0.98817399
GRC,greece,183,1.0011455,0.99201308,0.95752633,1.0135313,0.00026294,1.0290572,0.96043948,0.99256191,1.0343163,1.0106897,0.99943514,0.98747592
GRC,greece,184,1.005492,1.0184403,0.99411254,1.001772,0.00028145,1.0232124,1.0694549,0.98790658,0.97954267,0.97972927,0.99991327,0.98651243
GRC,greece,185,1.0068275,1.0341545,0.99195411,1.0024031,0.00023568,0.95284683,1.1183458,0.9795836,0.98352182,0.99607,1.0001211,0.98862815
GRC,greece,186,1.0024864,0.9786239,1.0150788,0.9955433,0.00018734,1.125506,0.97617837,0.97850735,0.97760513,1.0138599,0.99870303,0.99196437
GRC,greece,187,1.0092446,1.0412996,0.90029825,1.0300462,0.00026718,0.96263591,0.98008958,1.0216307,1.0154576,1.0366553,1.0006839,0.99075733
GRC,greece,188,0.99955317,1.0250943,1.0589519,0.98447203,0.00023973,1.0180743,1.06666,1.0200406,0.95389909,0.99858385,0.9999778,0.99008537
GRC,greece,189,1.0031292,1.0037586,0.95784031,1.011945,0.00022172,0.94438054,1.0453952,1.0097717,1.0154038,1.0138595,1.0003575,0.99251663
GRC,greece,190,1.0031194,0.97813922,1.1076756,0.97112359,0.00009221,1.0513542,1.0031887,1.0103552,0.98498228,0.99298045,0.99922909,0.99399823
GRC,greece,191,1.003554,1.0336468,1.0374935,0.98853114,0.00023511,1.000002,0.9562147,1.0040873,1.0432579,1.0128992,1.0002681,0.99418536
GRC,greece,192,1.002656,1.0687686,0.99829395,1.0005477,0.00033197,0.97914781,1.0627179,1.0214512,1.0175293,1.0159446,1.0001394,0.99195408
GRC,greece,193,1.0028698,1.0167599,1.0975798,0.96874356,0.00032477,0.99658866,1.1252116,1.0033131,0.9798807,0.99192896,0.99950507,0.99377999
GRC,greece,194,1.0048426,0.98137837,0.98052271,1.0070686,0.00030134,0.94824572,0.97451676,1.0070946,0.98948765,1.0044754,0.99922081,0.99859
GRC,greece,195,0.99978094,0.91835445,0.89559631,1.0368911,0.00015519,0.94263011,0.8562362,0.97731328,0.97409703,0.96951314,0.99845303,0.99733113
GRC,greece,196,1,0.98259334,0.98117174,1.0057464,0.00018798,1.0035778,0.93711582,0.9644155,0.99714405,0.97670324,0.99786091,0.99196584
GRC,greece,197,0.99014023,1.0611004,0.95619311,1.0130432,0.00019201,1.0270197,0.99593434,1.0380591,1.0193263,1.0659769,0.99776562,0.98965547
GRC,greece,198,0.99977871,1.0078429,1.032356,0.99090688,0.00021637,0.96714421,1.0593575,0.9935046,1.0177981,0.98063893,0.9980931,0.98941427
GRC,greece,199,0.99867198,1.0220763,0.95366216,1.0135672,0.00023124,0.98239739,0.94783849,1.0226027,1.0484599,1.0260741,0.99740719,0.99093611
GRC,greece,200,0.99423759,0.91161058,1.0617536,0.98298781,0.00028375,0.92666182,1.0112406,0.97006476,0.94984157,0.97777234,0.99716693,0.98890228
GRC,greece,201,0.99375836,0.9259599,0.99496195,1.0014991,0.00025374,0.87270673,0.86356909,1.0017579,1.0387053,1.0251159,0.99646214,0.99039241
GRC,greece,202,0.99057873,0.97442528,0.95399809,1.0135989,0.00024884,0.84652916,0.95213858,0.99321172,1.0020246,0.98458905,0.99525791,0.98691933
GRC,greece,203,0.99071558,0.97317661,1.0571163,0.98410829,0.00023269,1.0836982,0.97940319,1.0119478,0.98557136,0.98322873,0.99381412,0.98588539
GRC,greece,204,0.98422857,0.97916941,1.0982428,0.97063762,0.00023163,0.81543775,1.0217092,0.99801748,0.98489107,0.99256536,0.99452946,0.98507777
GRC,greece,205,0.9809568,1.023774,0.94211227,1.0195757,0.00020031,0.95386686,0.95573544,1.030384,1.0104469,1.0131392,0.99301968,0.98561988
GRC,greece,206,0.98200758,0.96889016,0.99868374,1.0004113,0.00020093,1.0724765,0.9750341,1.0307737,1.0295256,1.0215816,0.99274513,0.98451429
GRC,greece,207,0.97782064,0.93685276,0.96372816,1.0113145,0.0001983,0.78387551,0.87800943,0.9919387,0.98819321,0.96773716,0.99333752,0.98438285
GRC,greece,208,0.9709073,0.95581902,1.0687927,0.97955088,0.00030232,0.97938685,1.0409629,1.0033674,0.97115343,0.99115488,0.99209929,0.9821249
GRC,greece,209,0.9809548,0.96985222,1.0327682,0.98937201,0.00018145,0.77135308,0.98712728,1.0277352,1.0147847,1.0237589,0.99211191,0.98327967
GRC,greece,210,0.98006731,0.95893418,1.0292082,0.99011114,0.00012017,0.97228661,0.97542906,1.0354727,1.0092244,1.0262394,0.99125597,0.98345645
GRC,greece,211,0.98230322,0.96928508,1.0188728,0.99335803,0.00015714,1.0077838,0.9868326,0.98814621,0.98836721,0.96069942,0.99125924,0.98345241
IND,india,161,1.0043947,0.98808987,0.93112896,1.019957,0.00047578,1.0117008,0.96736774,1.0060847,1.0013194,0.99564306,0.99579764,0.97800529
IND,india,162,1.0043754,0.99862028,0.96189087,1.0100813,0.00049172,0.9742781,0.8630782,1.0036498,0.99900115,1.0203724,0.99594777,0.97772738
IND,india,163,1.0043564,0.98645507,1.0152345,0.99616219,0.00037797,0.99226209,1.0135245,1.0080777,0.99558999,1.0116898,0.99576989,0.97682074
IND,india,164,1.0073793,0.99844271,0.97024661,1.0076389,0.00032004,0.98881759,1.00973,1.0056178,1.01499,1.0165226,0.99577208,0.97700292
IND,india,165,1.0073252,1.0256637,0.93380315,1.0163646,0.00038625,1.0334483,1.058414,1.0171874,1.0189829,1.0017666,0.99572388,0.97719116
IND,india,166,1.0072719,1.0039848,1.0172975,0.99607122,0.00037901,0.9832016,0.98453658,1.0028076,1.0095276,1.0128324,0.99609443,0.97762229
IND,india,167,1.0072194,0.98842376,1.0576604,0.9866245,0.00020873,0.99308413,0.98218011,1.0105693,1.0265695,1.0366065,0.99599251,0.97770931
IND,india,168,1.006862,0.99703749,1.0489892,0.98781776,0.0001844,0.99162747,1.0220615,0.99871304,1.0151455,1.0160885,0.99605686,0.97780761
IND,india,169,1.0068153,0.97880869,0.99629356,1.0009788,0.00029444,0.96700316,0.99949012,1.0126459,1.0124435,0.99516638,0.99599313,0.97817737
IND,india,170,1.0067691,0.99050256,1.0492665,0.98705104,0.00031531,0.98277726,0.99405516,1.0076876,1.0001551,1.0133686,0.99580568,0.97837076
IND,india,171,1.0067236,0.99879772,1.0061299,0.99828731,0.00025244,1.011338,1.0485643,0.99992486,0.99789084,1.0110698,0.99574985,0.97855386
IND,india,172,1.006772,1.0205627,1.0174735,0.99507952,0.00044506,0.97615255,0.93464869,1.0116753,1.0295376,1.017653,0.99589236,0.97921068
IND,india,173,1.0067265,0.99129088,0.91916044,1.0232765,0.00033142,0.9955794,1.0841542,1.0297314,1.0011828,0.99209868,0.99580559,0.97880517
IND,india,174,1.0066816,1.0192472,1.0523748,0.98645391,0.00020118,1.022514,0.98771125,1.0163222,1.009585,1.0281593,0.99588398,0.97976562
IND,india,175,1.0066372,0.99650504,0.92840236,1.0197553,0.00006844,0.97266456,1.0612165,1.0293951,1.0104087,1.0312169,0.99612371,0.97961155
IND,india,176,1.0066616,0.95571563,1.0269719,0.99322457,0.00003646,0.98428643,1.0872742,1.0110912,1.0159892,1.0015101,0.99596976,0.98073218
IND,india,177,1.0066175,1.0430822,1.0440605,0.98855579,-0.0000272,1.0204627,1.0753707,1.027682,1.024944,1.0289497,0.99595981,0.98244028
IND,india,178,1.006574,1.0323486,1.0699699,0.98080569,5.67E-04,0.98876824,0.96867804,1.0215804,1.0126445,1.021247,0.99610386,0.98361875
IND,india,179,1.0065311,0.98768346,1.0595961,0.98216522,0.00049592,1.0644551,1.0103362,0.96489014,0.98746846,1.0048477,0.99625129,0.98353776
IND,india,180,1.0069478,1.0045037,1.0026791,0.99913504,-0.0001156,1.0850649,1.000644,0.97871035,0.99127581,1.0181408,0.99685459,0.98402428
IND,india,181,1.0068999,1.0583179,0.93913515,1.0197201,0.00043713,1.1091413,0.99746375,0.97033094,1.0261215,1.0299837,0.99764399,0.98407016
IND,india,182,1.0068526,1.0060105,1.037076,0.98893673,0.00041323,1.0741573,0.97141536,0.96398516,1.0264843,1.0169915,0.998881,0.98400795
IND,india,183,1.006806,0.98674923,1.0165817,0.99481127,0.00047321,0.99504875,0.96119564,1.0178507,1.0294135,1.0250464,0.99979777,0.98374807
IND,india,184,1.0005167,1.0239182,1.0632714,0.97976786,0.00024043,0.99472328,1.072085,1.0211116,1.0205348,1.0206433,1.0000376,0.98349998
IND,india,185,1.0005164,0.99202739,0.96092607,1.0135595,0.00059762,0.95885486,0.98916086,1.0194739,1.0033062,1.0107146,0.99986631,0.98521001
IND,india,186,1.0005162,1.0114623,1.0096739,0.99681728,0.00045563,0.97545618,1.0259229,1.0342256,1.0054986,1.0293435,0.99949263,0.98540789
IND,india,187,1.0005159,1.037595,1.0409806,0.98634347,0.00051525,1.0461625,1.0332361,1.0096435,1.018562,1.0194532,0.99930794,0.98652013
IND,india,188,1.0003061,1.0225444,0.99880461,1.0004204,0.0001909,1.018615,1.0045561,1.0122699,1.0177798,1.0262981,0.99996365,0.98734543
IND,india,189,1.0003061,1.058734,1.0363174,0.98724771,3.86E-06,1.0752999,1.1004026,1.0105478,1.0043701,1.0256874,1.0001877,0.9875055
IND,india,190,1.000306,1.032921,0.91213683,1.0323853,0.00032362,1.0377998,0.95338536,1.0036525,1.0188732,1.0134059,1.0011627,0.98989054
IND,india,191,1.0003059,1.0326561,0.98239832,1.0057321,0.00051627,1.0117515,0.99357553,1.0146452,1.0206683,1.0220315,1.0019224,0.98856258
IND,india,192,1.0001073,1.0368885,1.05091,0.9838055,0.0012007,0.99092517,1.0199807,1.0113887,0.99798395,1.0078588,1.0022197,0.98863133
IND,india,193,1.0001073,0.92315986,1.0499049,0.98304243,0.00009462,0.97723484,0.98712504,1.0272169,0.9601693,1.0129588,1.0021008,0.9893775
IND,india,194,1.0001073,1.0222657,1.0171484,0.99377669,0.0003899,0.99427844,1.0202779,1.0111097,1.0123189,0.99888526,1.0021732,0.99003175
IND,india,195,1.0001073,0.95507427,1.0178276,0.99337805,0.00051321,0.96597281,0.93109766,0.96418495,1.0137856,0.99913857,1.0022635,0.99136807
IND,india,196,1.0003593,0.96667494,0.99386795,1.0023338,0.00049145,1.0438151,0.90973756,0.96401334,1.0299637,1.0045756,1.0015766,0.9898235
IND,india,197,1.0003591,1.028229,1.0213727,0.99193453,0.00013507,1.017452,1.0430741,1.0210033,1.0563956,1.0329048,1.0022754,0.98719628
IND,india,198,1.000359,1.0236824,0.95182768,1.0187184,4.88E-04,1.0044546,1.0372927,1.0199549,1.0447643,1.0381417,1.0026759,0.98935023
IND,india,199,1.0003589,1.0666579,0.99467244,1.0019342,0.00081415,0.99437257,1.0721941,1.0196828,1.0130628,0.99785706,1.0028926,0.99134442
IND,india,200,0.99972692,1.0845266,1.0059702,0.99784819,0.00094844,1.045122,1.0704837,1.0284698,1.0259781,1.0244008,1.0026632,0.99420232
IND,india,201,0.99972685,1.0704561,0.99800166,1.0007261,0.00075036,1.0397099,1.0217236,1.0221861,1.0031795,1.0216948,1.0033195,0.99651803
IND,india,202,0.99972677,0.97917546,0.9939653,1.0021868,0.00043554,0.95692061,0.97404419,1.0206787,1.019833,1.0313851,1.0039319,0.9966719
IND,india,203,0.9997267,1.0348809,0.91610626,1.0301512,0.00060598,1.0219107,0.99404346,1.0167503,1.0086689,1.0147443,1.0033326,0.99685605
IND,india,204,1.0050494,1.0348091,1.064656,0.9793353,0.00083462,1.0171985,1.0114596,1.0152877,1.0000458,1.0064287,1.0036761,0.99627466
IND,india,205,1.0050241,1.0147485,0.98709532,1.0044838,0.00089893,1.019004,1.0292923,1.0051466,1.0134316,1.001417,1.0040625,0.99669405
IND,india,206,1.0049989,0.9946791,0.9607971,1.0133854,0.00086599,1.012611,0.97018519,1.0052545,1.0026316,1.0055592,1.0046487,0.99878015
IND,india,207,1.0049741,0.94774819,0.99758858,1.0007806,0.00094844,0.94689775,0.94844986,1.0017729,0.98612509,0.98901769,1.0051609,0.99751608
IND,india,208,1.0044818,1.0397906,1.0159815,0.99484295,0.00106033,1.0472811,1.0396265,0.99998225,1.013224,1.018934,1.0044883,0.99668455
IND,india,209,1.0044618,0.98162731,0.93905837,1.020083,0.00128742,0.93896251,0.8879491,0.99668079,1.0229064,1.0102584,1.0052651,0.99801698
IND,india,210,1.004442,0.99929553,1.0418079,0.98731677,0.00124289,0.98938194,1.003148,0.99677663,0.99509343,0.99750353,1.0041194,0.99415744
IND,india,211,1.0044224,1.0379509,1.003954,0.99873428,0.00162711,1.0461266,1.0354869,1.0032796,1.0006242,1.0132051,1.0039166,0.99479628
ITA,italy,161,1.0020217,0.97498101,0.98494564,1.0058869,0.00077568,0.9653564,0.94567186,0.99535588,0.99461594,0.99640719,0.99826913,0.99766356
ITA,italy,162,1.0088389,0.98745338,0.9384953,1.0235501,0.00069086,0.98835537,0.94245024,0.99703183,0.9902252,0.99450583,0.9980076,0.99630771
ITA,italy,163,1.0075235,0.98518786,1.0343986,0.98792329,0.00088102,0.97275483,0.98565742,0.9882059,0.99963619,1.0025089,0.99797619,0.99436193
ITA,italy,164,1.0088378,1.056082,0.95815572,1.0153819,0.00080895,1.0599491,1.0357181,1.0149459,1.0061283,1.0003217,0.99762827,0.9945163
ITA,italy,165,1.0040289,0.96108141,1.0291975,0.98987195,0.00072248,0.96983801,0.96450814,0.99748641,1.0129905,0.99829161,0.99824813,0.99506052
ITA,italy,166,1.0007932,1.0093662,0.98336068,1.0060012,0.00068573,1.0297715,1.011415,0.97817489,1.0150699,1.0106112,0.99805817,0.99467578
ITA,italy,167,1.0063406,1.0126965,0.94582616,1.0190987,0.00092222,0.99918077,0.95385377,1.0131316,0.99910002,0.9996671,0.9982291,0.99504342
ITA,italy,168,1.0020385,0.99353417,1.0316935,0.98962999,0.00087727,0.98967831,0.99280864,1.0132609,1.0008097,1.0021431,0.99836252,0.99318776
ITA,italy,169,1.0067502,1.0372865,0.98676354,1.004515,0.00083048,1.0159939,1.0332022,0.98976788,1.0074749,1.0055064,0.99838993,0.99332176
ITA,italy,170,1.000597,1.03488,0.97994369,1.0067204,0.0006844,1.062632,1.0312811,1.0115317,1.0055933,1.0046553,0.99833074,0.99441731
ITA,italy,171,1.0039471,1.0200913,1.0090693,0.99704194,0.00108694,1.0071274,1.0131129,1.0223556,0.99421876,0.99761861,0.99912464,0.99499428
ITA,italy,172,1.0007315,1.0388528,0.9994051,1.0001964,0.00118324,1.0470545,1.0314851,0.98229643,1.0080858,0.99966183,0.99939275,0.99547242
ITA,italy,173,1.003609,1.023625,0.99529067,1.0015533,0.00095238,1.0403068,1.014274,0.97853478,1.0087198,0.99973263,0.99975842,0.99624039
ITA,italy,174,1.0031863,0.98965095,0.93642686,1.0208377,0.00073146,0.99256773,0.95638864,0.97249033,1.0123845,1.0100671,1.0000725,0.99650286
ITA,italy,175,1.0039022,1.0016713,1.0094666,0.99715366,0.00075875,1.0119137,1.0478433,1.0187009,0.99508281,0.99884884,0.9997214,0.995021
ITA,italy,176,0.9980565,1.0305899,1.0125269,0.99618702,0.00073683,1.0342851,1.0251033,1.0063198,0.99577222,1.0015927,0.99998547,0.99683285
ITA,italy,177,1.0067929,0.97636123,1.0003496,0.99989184,0.00084705,0.99171317,0.99804003,0.99727198,0.98863898,1.0035378,1.0004494,0.99751187
ITA,italy,178,1.0062522,0.99906225,0.98226191,1.0054903,0.00071612,1.0249139,0.99594336,0.97713794,0.99867123,1.0004594,1.0004002,0.99777536
ITA,italy,179,1.0025032,1.0253973,1.0025414,0.99923156,0.00105605,1.0358928,1.0375087,0.99185395,0.99574968,0.99981163,1.0005973,0.9974565
ITA,italy,180,1.0074018,0.99516132,1.0146101,0.99556775,0.00104916,1.0097854,0.99611665,0.98733781,1.0052063,1.0015732,1.0010094,0.99870318
ITA,italy,181,0.99743283,0.97224486,0.96031084,1.0122708,0.00123059,0.97920376,0.97080463,1.0028004,1.0019574,1.0010058,1.0010982,0.99859266
ITA,italy,182,1.0001775,0.96871897,1.0626709,0.98161848,0.00115141,0.97787818,0.96143294,1.0003517,1.0060204,1.0015596,1.0009534,0.9981556
ITA,italy,183,0.99951196,0.99273474,0.95504043,1.0142756,0.00125582,0.98633478,0.99281866,1.0028026,1.0055734,1.010948,1.0007799,0.99707986
ITA,italy,184,1.0070135,0.99227753,0.99502193,1.0014883,0.00163017,0.99422208,1.0231873,0.99816874,0.98364668,0.98430205,1.0006368,0.99734293
ITA,italy,185,1.0096095,1.0320909,1.0411164,0.98778653,0.00158207,1.0206628,1.0387556,1.0127704,1.0066153,1.0108273,1.0005277,0.99842342
ITA,italy,186,1.0050646,0.98936869,1.0298848,0.99064354,0.00139661,1.0099694,1.0231001,0.99842235,0.99806319,0.99498928,1.000775,0.99986317
ITA,italy,187,0.99756733,0.99203403,0.96272855,1.0121313,0.00144462,1.0023354,0.99506863,1.0414488,1.0061307,1.0105643,1.0009307,1.0010011
ITA,italy,188,1.0033966,0.999111,1.029362,0.99090958,0.00149414,1.0045258,1.0063532,1.0010008,0.98306604,0.99393274,1.0014452,1.0009287
ITA,italy,189,1.000434,0.99897019,0.98442509,1.0050091,0.00153619,0.98888811,1.0312824,1.0144239,1.0078431,1.0087495,1.0015041,1.0009431
ITA,italy,190,1.0038175,0.99570125,1.0582829,0.98163941,0.00133684,1.000302,1.0172049,0.99771242,1.0083062,0.99189061,1.0013273,1.0025359
ITA,italy,191,1.0084702,1.0296886,0.96778489,1.0109409,0.00157141,1.0109442,0.97075784,0.9930122,0.9977424,0.99684495,1.00127,1.0037109
ITA,italy,192,0.99970003,1.0088502,1.0319157,0.98962345,0.00200921,1.029296,1.0322367,1.020193,0.99824516,0.9936191,1.0013103,1.0014148
ITA,italy,193,1.002872,1.0347692,0.96462312,1.0119934,0.0022551,1.0101547,1.0330178,0.99807227,1.0045802,1.0051613,1.0019846,1.0025291
ITA,italy,194,1.0019234,0.95858198,1.0129919,0.99580168,0.00196684,1.0034737,0.9664342,0.95812224,0.97162662,0.98276986,1.0018613,1.0036668
ITA,italy,195,0.99995734,0.97755122,0.85974841,1.0461045,0.00176301,0.94878665,0.85119581,0.94484755,0.99215802,0.99192055,1.0017711,1.0018443
ITA,italy,196,0.99543515,1.0169698,0.8636581,1.0368351,0.00165538,1.0208384,0.88176362,0.96174659,1.0001829,0.98475642,1.0005825,0.99495709
ITA,italy,197,0.99258561,1.0127048,1.0030029,0.99932423,0.00140158,0.9847039,0.94646169,1.0165151,1.0051551,1.011877,1.0006432,0.99003146
