iso,country,date,rho,psiC,psiD,psiN,alphaC,alphaD,deltaC,deltaD,thetaD,thetaS,betaTilLC,betaTilLD,betaTilLS,betaTilLR,betaTilKCC,betaTilKDC,betaTilKSC,betaTilKRC,betaTilKCD,betaTilKDD,betaTilKSD,betaTilKRD,betaTilICC,betaTilICD,betaTilICS,betaTilIDC,betaTilIDD,betaTilIDS,betaTilISC,betaTilISD,betaTilISS,betaTilIRC,betaTilIRD,betaTilIRS,DC1,DD1,DS1,DR1,xFC1,xFD1,xFS1,xFR1,xC1,xD1,xS1,xR1,yC1,yD1,yS1,yR1,gdp,labinc1,capCinc1,capDinc1,L_hat
ITA,italy,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.0012855,-0.00019504,0.00157141,0.00547987,0.00697257,0.00564392,0.01735931,0.00705725,0.01817569,0.01355973,0.04363131,0.00705725,0.01946119,0.01375477,0.0420599,0.04809792,0.01651577,0.02089474,0.01360924,0.99970003
JPN,japan,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00716891,0.00084162,0.00498802,0.01136341,0.01309651,0.00905731,0.03584755,0.01238947,0.03829487,0.02096073,0.07341434,0.01238947,0.04546379,0.02011912,0.06842632,0.09556048,0.03818547,0.03893698,0.02414177,1.0019191
MEX,mexico,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00011774,0.00070964,-0.000376,0.00285328,0.0024335,0.0036168,0.00794471,0.00310036,0.00668269,0.00634777,0.01512761,0.00310036,0.00680043,0.00563813,0.01550361,0.02303211,0.0055761,0.01118709,0.00773745,1.0032261
POL,poland,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00003368,0.00023437,0.00007548,0.00127216,0.00149388,0.00133985,0.00364032,0.00188389,0.00396418,0.003251,0.00923501,0.00188389,0.00399786,0.00301663,0.00915953,0.01022675,0.00308483,0.00465551,0.003119,1.0116576
ROU,romania,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00036897,0.00019642,0.00022612,0.00049668,0.00083521,0.00044598,0.00181845,0.0005859,0.00146428,0.0010304,0.00381268,0.0005859,0.00109531,0.00083397,0.00358657,0.00405825,0.0012559,0.00192412,0.00116585,0.99791883
KOR,southkorea,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.0022206,0.00005676,0.00193771,0.0037257,0.00464172,0.00241285,0.00694479,0.00389588,0.0172464,0.00771868,0.01913127,0.00389588,0.019467,0.00766192,0.01719356,0.02313098,0.00846925,0.00928547,0.00656485,1.0043833
ESP,spain,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00141442,0.00055383,0.00051591,0.00576585,0.00385678,0.00316067,0.01344137,0.0101236,0.0112426,0.00796255,0.02765092,0.0101236,0.00982818,0.00740872,0.02713501,0.03293034,0.01273528,0.01395509,0.00834873,1.0027897
SWE,sweden,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00050194,-0.00009765,-0.00021987,0.00075426,0.00138939,0.00064754,0.00425492,0.00105737,0.00384793,0.00170864,0.00976833,0.00105737,0.00434987,0.00180628,0.0099882,0.01057925,0.00498259,0.00396201,0.00225735,0.99925611
GBR,unitedkingdom,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.0020167,0.00116399,-0.00143351,0.00543742,0.00595967,0.00464233,0.02954723,0.00921768,0.01296724,0.01038091,0.06281127,0.00921768,0.01095054,0.00921692,0.06424477,0.0627646,0.02769455,0.02591588,0.01349686,1.0056949
USA,unitedstates,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00691248,0.00287077,0.00473904,0.02507396,0.03362387,0.02629731,0.14474505,0.02741687,0.0700874,0.05297811,0.27772277,0.02741687,0.06317493,0.05010735,0.27298372,0.30989593,0.12348391,0.13439884,0.07373868,1.0022452
ROW,zz_row,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01349539,-0.00161088,-0.01929029,0.04168245,0.05711382,0.02780336,0.10668814,0.04892388,0.12903014,0.07114214,0.2713172,0.04892388,0.11553474,0.07275302,0.29060749,0.31513936,0.12511034,0.12449335,0.08261855,1.000742
AUT,austria,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.0004229,4.22E-06,-0.00014452,0.00111927,0.00100759,0.00065707,0.00325698,0.00145844,0.00295137,0.00158721,0.00744452,0.00145844,0.00337426,0.00158299,0.00758904,0.00877066,0.00361259,0.00346189,0.00219334,1.0059318
CAN,canada,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00078893,0.00015077,-0.00159965,0.00480782,0.00311779,0.00173677,0.01424289,0.00529165,0.00867725,0.00525407,0.0287679,0.00529165,0.00788832,0.0051033,0.03036755,0.03341053,0.01347896,0.01364566,0.00831562,1.0055674
CHN,china,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00826041,-0.00349852,0.00839351,0.01545806,0.02193057,0.00782442,0.02141939,0.0166105,0.07437464,0.04448804,0.08404887,0.0166105,0.08263505,0.04798656,0.07565537,0.08618536,0.02829163,0.03424629,0.02736194,1.0007558
CZE,czechrepublic,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00045271,0.00014945,0.00021636,0.00068002,0.00072242,0.00037321,0.00163746,0.00113155,0.0028294,0.00142456,0.00475885,0.00113155,0.00328211,0.00127511,0.00454249,0.00461298,0.00169061,0.00189645,0.00128132,1.0074747
DNK,denmark,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00014374,-0.00018147,-0.00015481,0.00075572,0.00056734,0.00034396,0.00331814,0.00096182,0.00161919,0.00107119,0.00694012,0.00096182,0.00147545,0.00125266,0.00709493,0.00720479,0.00329721,0.00284135,0.00153139,1.0147059
FIN,finland,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00027742,-0.00014289,0.00015131,0.0008129,0.00089275,0.00035808,0.00207235,0.00100155,0.00251178,0.00121402,0.00505291,0.00100155,0.0027892,0.00135691,0.0049016,0.00575042,0.00250428,0.00216838,0.00138647,1.0106986
FRA,france,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00031402,-0.00017301,0.00086155,0.00707288,0.00460236,0.00495491,0.02682394,0.00880472,0.01399578,0.01162643,0.05459465,0.00880472,0.01368176,0.01179944,0.05373311,0.06004224,0.02476545,0.02524879,0.0140645,1.0045437
DEU,germany,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00771613,-0.00148597,0.00383308,0.00571657,0.01008093,0.00622032,0.02977606,0.00694437,0.02825557,0.01454216,0.06598335,0.00694437,0.0359717,0.01602814,0.06215027,0.07708818,0.03282722,0.03046263,0.01837053,1.0041647
GRC,greece,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00058362,0.0003729,0.00033197,0.00079301,0.00073899,0.00108919,0.00340034,0.00088182,0.00149103,0.00160375,0.00592032,0.00088182,0.00090742,0.00123086,0.00558834,0.00721817,0.0018637,0.00372755,0.00219718,1.0028698
IND,india,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00092199,-0.00039881,0.0012007,0.00473037,0.00356894,0.00338456,0.00996053,0.00527538,0.00911252,0.00683727,0.02346798,0.00527538,0.00819053,0.00723607,0.02226728,0.0273075,0.00670092,0.01311106,0.00919058,1.0001073
ITA,italy,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00157339,-0.00023426,0.00200921,0.00578006,0.00723867,0.0058756,0.01733122,0.00740193,0.01895348,0.01403986,0.04419154,0.00740193,0.02052686,0.01427413,0.04218233,0.04886979,0.01686915,0.02113984,0.01380848,1.002872
JPN,japan,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00793067,0.00090545,0.00584883,0.01263827,0.01369533,0.00970136,0.03748486,0.01371727,0.04075088,0.0223348,0.07730146,0.01371727,0.04868155,0.02142936,0.07145263,0.10081547,0.04041211,0.04096427,0.0254326,0.99616918
MEX,mexico,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00014339,0.00078645,-0.00026614,0.00298951,0.00245855,0.00387341,0.00776298,0.00324646,0.00680706,0.00667548,0.01504886,0.00324646,0.00695045,0.00588903,0.015315,0.02314869,0.00560854,0.01124702,0.00777116,1.0189477
POL,poland,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,0.00006757,0.0002666,0.00018022,0.00132122,0.00176743,0.00148422,0.00382153,0.00196242,0.00442104,0.00352702,0.00975437,0.00196242,0.00435347,0.00326042,0.00957416,0.01081693,0.00326015,0.00493732,0.00329339,1.0173496
ROU,romania,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00042168,0.00022324,-0.00001597,0.00051525,0.0009299,0.0005076,0.00155989,0.00060726,0.00158643,0.00111549,0.00361502,0.00060726,0.00116475,0.00089225,0.00363099,0.00402811,0.00129413,0.0018327,0.00116388,0.99784483
KOR,southkorea,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00228764,0.00004947,0.00227516,0.00361235,0.00467519,0.00250846,0.00639392,0.00376988,0.01721228,0.00773218,0.01808663,0.00376988,0.01949992,0.0076827,0.01581147,0.02208071,0.00810216,0.00884677,0.00626255,1.0036132
ESP,spain,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00134166,0.00061827,0.0002925,0.00604468,0.00355219,0.00325624,0.01371285,0.01058535,0.01096728,0.00812903,0.02820575,0.01058535,0.00962562,0.00751076,0.02791325,0.03370652,0.01303059,0.0142785,0.00855281,0.99995119
SWE,sweden,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00051175,-0.00010031,-0.00018073,0.0008024,0.00138151,0.00073474,0.00414677,0.00110355,0.00385996,0.00182024,0.00967098,0.00110355,0.00437171,0.00192055,0.00985171,0.01056031,0.00498058,0.00394811,0.00225166,1.0131504
GBR,unitedkingdom,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.0019362,0.0010362,-0.00127869,0.00541015,0.00574294,0.0045005,0.02840823,0.00912262,0.01254302,0.01007609,0.06054936,0.00912262,0.01060681,0.0090399,0.06182805,0.06058428,0.02676634,0.02497173,0.01302622,1.0034453
USA,unitedstates,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00632732,0.0027073,0.00635857,0.02400263,0.0330554,0.02623948,0.14209057,0.0262866,0.06888505,0.05250416,0.27204575,0.0262866,0.06255773,0.04979686,0.26568718,0.30317156,0.12050906,0.13192403,0.07211946,0.9995579
ROW,zz_row,192,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.0167297,-0.00105507,-0.02831246,0.04337177,0.06231039,0.0299243,0.10087262,0.05086828,0.13714161,0.07501816,0.27144878,0.05086828,0.12041192,0.07607323,0.29976124,0.32151766,0.12952833,0.1241826,0.08442033,1.0059318
AUT,austria,193,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00036439,3.92E-06,-0.00012765,0.00108041,0.0011376,0.00067997,0.00332222,0.00142041,0.00312342,0.00163092,0.00758517,0.00142041,0.00348781,0.00162701,0.00771282,0.00892368,0.00367106,0.00353049,0.00223048,1.0066339
CAN,canada,193,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00091799,0.00008125,-0.00193602,0.00469299,0.0033442,0.0017458,0.01385665,0.00517675,0.00893163,0.00529183,0.02840095,0.00517675,0.00801364,0.00521058,0.03033696,0.03321293,0.01348422,0.01343943,0.00827107,1.0026607
CHN,china,193,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00850833,-0.00341068,0.00735139,0.0158758,0.02387189,0.00866111,0.02099011,0.01709189,0.0795025,0.04739289,0.08718238,0.01709189,0.08801083,0.05080357,0.07983099,0.09037955,0.02986627,0.03550842,0.02877111,1.0007553
CZE,czechrepublic,193,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00053104,0.00013824,0.00024628,0.00070013,0.00071743,0.00037444,0.00175556,0.00117066,0.00294248,0.0014851,0.00504901,0.00117066,0.00347352,0.00134685,0.00480273,0.0048731,0.00178446,0.00200589,0.0013533,1.0032083
DNK,denmark,193,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00014379,-0.00022224,-0.00018218,0.00071827,0.00059919,0.00032356,0.00345831,0.00093217,0.00167238,0.00107663,0.00720449,0.00093217,0.00152859,0.00129887,0.00738667,0.00745336,0.00340978,0.00293783,0.00158612,1.0106045
