iso_i,iso_n,country_i,country_n,date,pimatrixC1_col,pimatrixD1_col,pimatrixS1_col
AUT,AUT,austria,austria,184,1,0.23895268,0.32964327
AUT,CAN,austria,canada,184,0,0.00196627,0.00065243
AUT,CHN,austria,china,184,0,0.00091159,0.00020027
AUT,CZE,austria,czechrepublic,184,0,0.03316354,0.02779112
AUT,DNK,austria,denmark,184,0,0.0111061,0.00707085
AUT,FIN,austria,finland,184,0,0.00562098,0.00281278
AUT,FRA,austria,france,184,0,0.00602914,0.00374447
AUT,DEU,austria,germany,184,0,0.02616728,0.01505174
AUT,GRC,austria,greece,184,0,0.00568246,0.00473223
AUT,IND,austria,india,184,0,0.00106553,0.0004363
AUT,ITA,austria,italy,184,0,0.01011021,0.00659711
AUT,JPN,austria,japan,184,0,0.00065966,0.00039139
AUT,MEX,austria,mexico,184,0,0.00122334,0.00055817
AUT,POL,austria,poland,184,0,0.01806537,0.00827852
AUT,ROU,austria,romania,184,0,0.02584874,0.020381
AUT,KOR,austria,southkorea,184,0,0.00087679,0.00063378
AUT,ESP,austria,spain,184,0,0.00493564,0.00229656
AUT,SWE,austria,sweden,184,0,0.00798352,0.00491324
AUT,GBR,austria,unitedkingdom,184,0,0.00624869,0.00336394
AUT,USA,austria,unitedstates,184,0,0.00150623,0.00087884
AUT,ROW,austria,zz_row,184,0,0.00660021,0.00523888
CAN,AUT,canada,austria,184,0,0.00295483,0.00082122
CAN,CAN,canada,canada,184,1,0.42713703,0.66055712
CAN,CHN,canada,china,184,0,0.00130257,0.00223134
CAN,CZE,canada,czechrepublic,184,0,0.00099409,0.0012377
CAN,DNK,canada,denmark,184,0,0.00210256,0.00343633
CAN,FIN,canada,finland,184,0,0.00200658,0.00077363
CAN,FRA,canada,france,184,0,0.00264071,0.00152817
CAN,DEU,canada,germany,184,0,0.00139161,0.00178505
CAN,GRC,canada,greece,184,0,0.00045355,0.00106999
CAN,IND,canada,india,184,0,0.00117458,0.00187761
CAN,ITA,canada,italy,184,0,0.00088058,0.00101402
CAN,JPN,canada,japan,184,0,0.00185548,0.00259005
CAN,MEX,canada,mexico,184,0,0.0165797,0.00569815
CAN,POL,canada,poland,184,0,0.00090196,0.00034487
CAN,ROU,canada,romania,184,0,0.00273287,0.00425529
CAN,KOR,canada,southkorea,184,0,0.00109625,0.00317798
CAN,ESP,canada,spain,184,0,0.00132857,0.00066131
CAN,SWE,canada,sweden,184,0,0.00200552,0.00091773
CAN,GBR,canada,unitedkingdom,184,0,0.01405437,0.00397865
CAN,USA,canada,unitedstates,184,0,0.04975334,0.02403406
CAN,ROW,canada,zz_row,184,0,0.00456832,0.00271843
CHN,AUT,china,austria,184,0,0.02485287,0.01262927
CHN,CAN,china,canada,184,0,0.05653901,0.03064061
CHN,CHN,china,china,184,1,0.80144084,0.89317047
CHN,CZE,china,czechrepublic,184,0,0.02593283,0.01127246
CHN,DNK,china,denmark,184,0,0.04565711,0.03850343
CHN,FIN,china,finland,184,0,0.03814635,0.01176041
CHN,FRA,china,france,184,0,0.02508989,0.01473237
CHN,DEU,china,germany,184,0,0.04132921,0.0219342
CHN,GRC,china,greece,184,0,0.02814301,0.01470405
CHN,IND,china,india,184,0,0.02849987,0.01590829
CHN,ITA,china,italy,184,0,0.0175614,0.01556872
CHN,JPN,china,japan,184,0,0.04166204,0.04542082
CHN,MEX,china,mexico,184,0,0.06569002,0.00951862
CHN,POL,china,poland,184,0,0.02280735,0.01018869
CHN,ROU,china,romania,184,0,0.03560379,0.01822226
CHN,KOR,china,southkorea,184,0,0.04543602,0.03671285
CHN,ESP,china,spain,184,0,0.01978111,0.01643718
CHN,SWE,china,sweden,184,0,0.02251448,0.02168784
CHN,GBR,china,unitedkingdom,184,0,0.05121094,0.02730824
CHN,USA,china,unitedstates,184,0,0.06612615,0.02813843
CHN,ROW,china,zz_row,184,0,0.03613144,0.02966194
CZE,AUT,czechrepublic,austria,184,0,0.02705149,0.01197207
CZE,CAN,czechrepublic,canada,184,0,0.00069223,0.00024468
CZE,CHN,czechrepublic,china,184,0,0.00018997,0.00003511
CZE,CZE,czechrepublic,czechrepublic,184,1,0.36361911,0.52408445
CZE,DNK,czechrepublic,denmark,184,0,0.01022316,0.00297429
CZE,FIN,czechrepublic,finland,184,0,0.00377548,0.00130436
CZE,FRA,czechrepublic,france,184,0,0.00751675,0.00124144
CZE,DEU,czechrepublic,germany,184,0,0.02016655,0.0074381
CZE,GRC,czechrepublic,greece,184,0,0.00503375,0.00075343
CZE,IND,czechrepublic,india,184,0,0.00108422,0.00011308
CZE,ITA,czechrepublic,italy,184,0,0.00400673,0.00163334
CZE,JPN,czechrepublic,japan,184,0,0.00020216,0.00009888
CZE,MEX,czechrepublic,mexico,184,0,0.00075911,0.00014213
CZE,POL,czechrepublic,poland,184,0,0.0235508,0.01405576
CZE,ROU,czechrepublic,romania,184,0,0.02099925,0.00840547
CZE,KOR,czechrepublic,southkorea,184,0,0.00038587,0.00007283
CZE,ESP,czechrepublic,spain,184,0,0.00383141,0.00083875
CZE,SWE,czechrepublic,sweden,184,0,0.00901149,0.00184162
CZE,GBR,czechrepublic,unitedkingdom,184,0,0.00784176,0.00113678
CZE,USA,czechrepublic,unitedstates,184,0,0.00059932,0.00015387
CZE,ROW,czechrepublic,zz_row,184,0,0.00538451,0.00300389
DNK,AUT,denmark,austria,184,0,0.00325052,0.00501005
DNK,CAN,denmark,canada,184,0,0.00118468,0.00109027
DNK,CHN,denmark,china,184,0,0.00043491,0.00029322
DNK,CZE,denmark,czechrepublic,184,0,0.00460614,0.00484373
DNK,DNK,denmark,denmark,184,1,0.1630386,0.31053402
DNK,FIN,denmark,finland,184,0,0.0154958,0.0229738
DNK,FRA,denmark,france,184,0,0.00345063,0.00429054
DNK,DEU,denmark,germany,184,0,0.00712926,0.00932557
DNK,GRC,denmark,greece,184,0,0.00405089,0.00600979
DNK,IND,denmark,india,184,0,0.00113007,0.00048449
DNK,ITA,denmark,italy,184,0,0.00157843,0.00347159
DNK,JPN,denmark,japan,184,0,0.00029399,0.00184304
DNK,MEX,denmark,mexico,184,0,0.00047391,0.00033175
DNK,POL,denmark,poland,184,0,0.00642226,0.00947796
DNK,ROU,denmark,romania,184,0,0.002733,0.00245023
DNK,KOR,denmark,southkorea,184,0,0.00049059,0.00065896
DNK,ESP,denmark,spain,184,0,0.00246642,0.00365013
DNK,SWE,denmark,sweden,184,0,0.03063003,0.05678683
DNK,GBR,denmark,unitedkingdom,184,0,0.01112685,0.00878591
DNK,USA,denmark,unitedstates,184,0,0.00080998,0.00087327
DNK,ROW,denmark,zz_row,184,0,0.0026309,0.00398777
FIN,AUT,finland,austria,184,0,0.00551289,0.00297606
FIN,CAN,finland,canada,184,0,0.00148125,0.00109965
FIN,CHN,finland,china,184,0,0.00109222,0.00036388
FIN,CZE,finland,czechrepublic,184,0,0.00269576,0.0026739
FIN,DNK,finland,denmark,184,0,0.01885576,0.01361075
FIN,FIN,finland,finland,184,1,0.54599505,0.66034273
FIN,FRA,finland,france,184,0,0.00312615,0.00244368
FIN,DEU,finland,germany,184,0,0.00449147,0.00617053
FIN,GRC,finland,greece,184,0,0.00795683,0.00337872
FIN,IND,finland,india,184,0,0.00257387,0.00050364
FIN,ITA,finland,italy,184,0,0.00337522,0.00112892
FIN,JPN,finland,japan,184,0,0.00054003,0.00033042
FIN,MEX,finland,mexico,184,0,0.00067845,0.00033615
FIN,POL,finland,poland,184,0,0.0067409,0.00558586
FIN,ROU,finland,romania,184,0,0.00222023,0.00176978
FIN,KOR,finland,southkorea,184,0,0.00053208,0.00038178
FIN,ESP,finland,spain,184,0,0.00184067,0.00309694
FIN,SWE,finland,sweden,184,0,0.03138006,0.02377186
FIN,GBR,finland,unitedkingdom,184,0,0.00587988,0.00497829
FIN,USA,finland,unitedstates,184,0,0.00076328,0.00076799
FIN,ROW,finland,zz_row,184,0,0.00453901,0.00267847
FRA,AUT,france,austria,184,0,0.02775957,0.02469454
FRA,CAN,france,canada,184,0,0.00561492,0.00867584
FRA,CHN,france,china,184,0,0.00483127,0.00163767
FRA,CZE,france,czechrepublic,184,0,0.03199804,0.02535602
FRA,DNK,france,denmark,184,0,0.03720637,0.03811134
FRA,FIN,france,finland,184,0,0.01366777,0.02159139
FRA,FRA,france,france,184,1,0.43960833,0.63046596
FRA,DEU,france,germany,184,0,0.049032,0.03771025
FRA,GRC,france,greece,184,0,0.02360097,0.04144454
FRA,IND,france,india,184,0,0.00533487,0.00213127
FRA,ITA,france,italy,184,0,0.03102587,0.02999497
FRA,JPN,france,japan,184,0,0.00221234,0.00547371
FRA,MEX,france,mexico,184,0,0.00513228,0.00348853
FRA,POL,france,poland,184,0,0.03033479,0.02607808
FRA,ROU,france,romania,184,0,0.05212754,0.03455632
FRA,KOR,france,southkorea,184,0,0.00288533,0.00482962
FRA,ESP,france,spain,184,0,0.07180664,0.04114498
FRA,SWE,france,sweden,184,0,0.02819458,0.03385328
FRA,GBR,france,unitedkingdom,184,0,0.04716138,0.03893392
FRA,USA,france,unitedstates,184,0,0.00600988,0.00558654
FRA,ROW,france,zz_row,184,0,0.02331723,0.0245291
DEU,AUT,germany,austria,184,0,0.36297326,0.30055868
DEU,CAN,germany,canada,184,0,0.02010503,0.01123517
DEU,CHN,germany,china,184,0,0.01460747,0.00359736
DEU,CZE,germany,czechrepublic,184,0,0.23498455,0.1639943
DEU,DNK,germany,denmark,184,0,0.19280436,0.13595947
DEU,FIN,germany,finland,184,0,0.09957232,0.05840739
DEU,FRA,germany,france,184,0,0.1391289,0.0609639
DEU,DEU,germany,germany,184,1,0.51796033,0.56921441
DEU,GRC,germany,greece,184,0,0.08814975,0.0553202
DEU,IND,germany,india,184,0,0.01722641,0.00507699
DEU,ITA,germany,italy,184,0,0.07323108,0.04306712
DEU,JPN,germany,japan,184,0,0.00803015,0.00545786
DEU,MEX,germany,mexico,184,0,0.02593238,0.00648371
DEU,POL,germany,poland,184,0,0.19584702,0.10616562
DEU,ROU,germany,romania,184,0,0.11998892,0.06042686
DEU,KOR,germany,southkorea,184,0,0.01330159,0.0070331
DEU,ESP,germany,spain,184,0,0.08811527,0.03714528
DEU,SWE,germany,sweden,184,0,0.1286457,0.07190585
DEU,GBR,germany,unitedkingdom,184,0,0.11797047,0.04358261
DEU,USA,germany,unitedstates,184,0,0.02152952,0.00717895
DEU,ROW,germany,zz_row,184,0,0.05896247,0.0418068
GRC,AUT,greece,austria,184,0,0.00029753,0.00153077
GRC,CAN,greece,canada,184,0,0.00009908,0.00030127
GRC,CHN,greece,china,184,0,0.00001605,0.00003579
GRC,CZE,greece,czechrepublic,184,0,0.00030415,0.00094621
GRC,DNK,greece,denmark,184,0,0.00031663,0.00304163
GRC,FIN,greece,finland,184,0,0.00128208,0.00058713
GRC,FRA,greece,france,184,0,0.00043191,0.00084975
GRC,DEU,greece,germany,184,0,0.00071103,0.00210205
GRC,GRC,greece,greece,184,1,0.49519205,0.62302757
GRC,IND,greece,india,184,0,0.00009019,0.00007692
GRC,ITA,greece,italy,184,0,0.00097703,0.00329763
GRC,JPN,greece,japan,184,0,9.83E-06,0.00004464
GRC,MEX,greece,mexico,184,0,0.00006402,0.00007332
GRC,POL,greece,poland,184,0,0.00053711,0.00078238
GRC,ROU,greece,romania,184,0,0.00667753,0.00662081
GRC,KOR,greece,southkorea,184,0,0.00001825,0.00010093
GRC,ESP,greece,spain,184,0,0.00075455,0.00110529
GRC,SWE,greece,sweden,184,0,0.00035695,0.00157917
GRC,GBR,greece,unitedkingdom,184,0,0.00079192,0.00191824
GRC,USA,greece,unitedstates,184,0,0.00010079,0.00013482
GRC,ROW,greece,zz_row,184,0,0.00073759,0.00140078
IND,AUT,india,austria,184,0,0.00085952,0.00230535
IND,CAN,india,canada,184,0,0.00150499,0.00402626
IND,CHN,india,china,184,0,0.00071052,0.00173324
IND,CZE,india,czechrepublic,184,0,0.00087454,0.00161794
IND,DNK,india,denmark,184,0,0.00196458,0.00982978
IND,FIN,india,finland,184,0,0.00059921,0.00177007
IND,FRA,india,france,184,0,0.00127086,0.00358506
IND,DEU,india,germany,184,0,0.00158831,0.00455111
IND,GRC,india,greece,184,0,0.00248113,0.00378407
IND,IND,india,india,184,1,0.76262406,0.88742542
IND,ITA,india,italy,184,0,0.00182555,0.00358551
IND,JPN,india,japan,184,0,0.00051262,0.00121365
IND,MEX,india,mexico,184,0,0.00184886,0.00156633
IND,POL,india,poland,184,0,0.00107832,0.00175412
IND,ROU,india,romania,184,0,0.00094029,0.00281426
IND,KOR,india,southkorea,184,0,0.00070436,0.00247264
IND,ESP,india,spain,184,0,0.00127209,0.00443859
IND,SWE,india,sweden,184,0,0.00134537,0.00407173
IND,GBR,india,unitedkingdom,184,0,0.004338,0.00697448
IND,USA,india,unitedstates,184,0,0.00312817,0.00381989
IND,ROW,india,zz_row,184,0,0.00447542,0.00720199
ITA,AUT,italy,austria,184,0,0.05021732,0.0546174
ITA,CAN,italy,canada,184,0,0.00602284,0.00712859
ITA,CHN,italy,china,184,0,0.00267379,0.00165544
ITA,CZE,italy,czechrepublic,184,0,0.02871958,0.0273836
ITA,DNK,italy,denmark,184,0,0.03240048,0.03008715
ITA,FIN,italy,finland,184,0,0.01763267,0.01030857
ITA,FRA,italy,france,184,0,0.05451592,0.03456652
ITA,DEU,italy,germany,184,0,0.02897557,0.0308841
ITA,GRC,italy,greece,184,0,0.06659276,0.058263
ITA,IND,italy,india,184,0,0.00549386,0.0020657
ITA,ITA,italy,italy,184,1,0.69753283,0.74471191
ITA,JPN,italy,japan,184,0,0.00155167,0.00463242
ITA,MEX,italy,mexico,184,0,0.00738764,0.00440895
ITA,POL,italy,poland,184,0,0.04540702,0.02093314
ITA,ROU,italy,romania,184,0,0.08719714,0.10183195
ITA,KOR,italy,southkorea,184,0,0.0024682,0.00437584
ITA,ESP,italy,spain,184,0,0.03918869,0.02621253
ITA,SWE,italy,sweden,184,0,0.02090098,0.01851253
ITA,GBR,italy,unitedkingdom,184,0,0.03097889,0.02048279
ITA,USA,italy,unitedstates,184,0,0.00548727,0.00495868
ITA,ROW,italy,zz_row,184,0,0.02129002,0.01904223
JPN,AUT,japan,austria,184,0,0.01327669,0.00276976
JPN,CAN,japan,canada,184,0,0.03136311,0.00414198
JPN,CHN,japan,china,184,0,0.04127749,0.01621989
JPN,CZE,japan,czechrepublic,184,0,0.02041806,0.00306912
JPN,DNK,japan,denmark,184,0,0.00825169,0.00223488
JPN,FIN,japan,finland,184,0,0.01410481,0.00189923
JPN,FRA,japan,france,184,0,0.01249108,0.00317198
JPN,DEU,japan,germany,184,0,0.01896498,0.00466008
JPN,GRC,japan,greece,184,0,0.04181486,0.0013802
JPN,IND,japan,india,184,0,0.01210618,0.00298582
JPN,ITA,japan,italy,184,0,0.00804454,0.0025842
JPN,JPN,japan,japan,184,1,0.8596542,0.86058892
JPN,MEX,japan,mexico,184,0,0.0456124,0.00377818
JPN,POL,japan,poland,184,0,0.00869981,0.00101848
JPN,ROU,japan,romania,184,0,0.01394845,0.00193835
JPN,KOR,japan,southkorea,184,0,0.05999215,0.03931485
JPN,ESP,japan,spain,184,0,0.01353814,0.00166558
JPN,SWE,japan,sweden,184,0,0.01692489,0.00486558
JPN,GBR,japan,unitedkingdom,184,0,0.03194317,0.00391878
JPN,USA,japan,unitedstates,184,0,0.04062637,0.00570885
JPN,ROW,japan,zz_row,184,0,0.03762519,0.01137907
MEX,AUT,mexico,austria,184,0,0.00130993,0.00013677
MEX,CAN,mexico,canada,184,0,0.02876195,0.00568213
MEX,CHN,mexico,china,184,0,0.00078755,0.00032222
MEX,CZE,mexico,czechrepublic,184,0,0.00070987,0.00028722
MEX,DNK,mexico,denmark,184,0,0.00155309,0.00017639
MEX,FIN,mexico,finland,184,0,0.00090364,0.00020244
MEX,FRA,mexico,france,184,0,0.00114887,0.00023492
MEX,DEU,mexico,germany,184,0,0.00306035,0.00044001
MEX,GRC,mexico,greece,184,0,0.00035838,0.00031095
MEX,IND,mexico,india,184,0,0.00029815,0.00012
MEX,ITA,mexico,italy,184,0,0.00028422,0.00016835
MEX,JPN,mexico,japan,184,0,0.00096778,0.00061052
MEX,MEX,mexico,mexico,184,1,0.44148463,0.77285535
MEX,POL,mexico,poland,184,0,0.00072653,0.00009103
MEX,ROU,mexico,romania,184,0,0.00100759,0.00014657
MEX,KOR,mexico,southkorea,184,0,0.00083036,0.00039964
MEX,ESP,mexico,spain,184,0,0.00059583,0.00092844
MEX,SWE,mexico,sweden,184,0,0.00047076,0.00012364
MEX,GBR,mexico,unitedkingdom,184,0,0.0039766,0.00060595
MEX,USA,mexico,unitedstates,184,0,0.0412474,0.01002376
MEX,ROW,mexico,zz_row,184,0,0.00386319,0.00283031
POL,AUT,poland,austria,184,0,0.00638887,0.0064997
POL,CAN,poland,canada,184,0,0.00108905,0.00041664
POL,CHN,poland,china,184,0,0.00017811,0.00015101
POL,CZE,poland,czechrepublic,184,0,0.03332642,0.03589625
POL,DNK,poland,denmark,184,0,0.01830399,0.01440314
POL,FIN,poland,finland,184,0,0.00439846,0.00309204
POL,FRA,poland,france,184,0,0.00912124,0.00278978
POL,DEU,poland,germany,184,0,0.0163383,0.01071823
POL,GRC,poland,greece,184,0,0.00324479,0.00132568
POL,IND,poland,india,184,0,0.00044044,0.0001326
POL,ITA,poland,italy,184,0,0.00746601,0.00232078
POL,JPN,poland,japan,184,0,0.00009232,0.00009276
POL,MEX,poland,mexico,184,0,0.00072723,0.00015724
POL,POL,poland,poland,184,1,0.44814849,0.65969361
POL,ROU,poland,romania,184,0,0.01582309,0.01403025
POL,KOR,poland,southkorea,184,0,0.00017253,0.00012163
POL,ESP,poland,spain,184,0,0.00372324,0.00136818
POL,SWE,poland,sweden,184,0,0.01790297,0.00734011
POL,GBR,poland,unitedkingdom,184,0,0.00988792,0.00256363
POL,USA,poland,unitedstates,184,0,0.00051114,0.00021836
POL,ROW,poland,zz_row,184,0,0.00558621,0.00470229
ROU,AUT,romania,austria,184,0,0.01100295,0.00923544
ROU,CAN,romania,canada,184,0,0.00024608,0.00030162
ROU,CHN,romania,china,184,0,0.00006147,0.00003413
ROU,CZE,romania,czechrepublic,184,0,0.00335935,0.00119199
ROU,DNK,romania,denmark,184,0,0.00035569,0.00059438
ROU,FIN,romania,finland,184,0,0.00036481,0.00015154
ROU,FRA,romania,france,184,0,0.00205166,0.00201478
ROU,DEU,romania,germany,184,0,0.00290146,0.00313911
ROU,GRC,romania,greece,184,0,0.00598778,0.00151545
ROU,IND,romania,india,184,0,0.00058818,0.00002217
ROU,ITA,romania,italy,184,0,0.0027139,0.00616591
ROU,JPN,romania,japan,184,0,0.00004267,0.00010377
ROU,MEX,romania,mexico,184,0,0.00016697,0.00006861
ROU,POL,romania,poland,184,0,0.00283013,0.00141048
ROU,ROU,romania,romania,184,1,0.39062081,0.54758399
ROU,KOR,romania,southkorea,184,0,0.00007723,0.000045
ROU,ESP,romania,spain,184,0,0.00085086,0.00074032
ROU,SWE,romania,sweden,184,0,0.00094198,0.00067025
ROU,GBR,romania,unitedkingdom,184,0,0.00123306,0.00211752
ROU,USA,romania,unitedstates,184,0,0.00019762,0.00022856
ROU,ROW,romania,zz_row,184,0,0.00140464,0.00068265
KOR,AUT,southkorea,austria,184,0,0.00609288,0.00076647
KOR,CAN,southkorea,canada,184,0,0.01086966,0.00262196
KOR,CHN,southkorea,china,184,0,0.02981471,0.01441848
KOR,CZE,southkorea,czechrepublic,184,0,0.00249791,0.00077816
KOR,DNK,southkorea,denmark,184,0,0.00741914,0.00137903
KOR,FIN,southkorea,finland,184,0,0.00516258,0.0011505
KOR,FRA,southkorea,france,184,0,0.00849253,0.00101453
KOR,DEU,southkorea,germany,184,0,0.0098389,0.00162803
KOR,GRC,southkorea,greece,184,0,0.040615,0.00129548
KOR,IND,southkorea,india,184,0,0.01412849,0.00334704
KOR,ITA,southkorea,italy,184,0,0.00541821,0.00106834
KOR,JPN,southkorea,japan,184,0,0.0106531,0.00495262
KOR,MEX,southkorea,mexico,184,0,0.02539263,0.00335615
KOR,POL,southkorea,poland,184,0,0.0115134,0.00129448
KOR,ROU,southkorea,romania,184,0,0.01673099,0.00253208
KOR,KOR,southkorea,southkorea,184,1,0.76777981,0.82397799
KOR,ESP,southkorea,spain,184,0,0.01033507,0.00127272
KOR,SWE,southkorea,sweden,184,0,0.00808871,0.00227168
KOR,GBR,southkorea,unitedkingdom,184,0,0.01102835,0.00163775
KOR,USA,southkorea,unitedstates,184,0,0.01203689,0.00285927
KOR,ROW,southkorea,zz_row,184,0,0.01690922,0.00721146
ESP,AUT,spain,austria,184,0,0.00817393,0.00950667
ESP,CAN,spain,canada,184,0,0.00135998,0.00156274
ESP,CHN,spain,china,184,0,0.00056304,0.00068359
ESP,CZE,spain,czechrepublic,184,0,0.01117887,0.01050939
ESP,DNK,spain,denmark,184,0,0.01305826,0.01385302
ESP,FIN,spain,finland,184,0,0.00583725,0.00560883
ESP,FRA,spain,france,184,0,0.0466587,0.02425732
ESP,DEU,spain,germany,184,0,0.01374176,0.01116064
ESP,GRC,spain,greece,184,0,0.02157818,0.01920839
ESP,IND,spain,india,184,0,0.00122181,0.00114672
ESP,ITA,spain,italy,184,0,0.01490337,0.01314639
ESP,JPN,spain,japan,184,0,0.00032841,0.00125071
ESP,MEX,spain,mexico,184,0,0.00655923,0.00414529
ESP,POL,spain,poland,184,0,0.0098194,0.00686748
ESP,ROU,spain,romania,184,0,0.01974988,0.01059241
ESP,KOR,spain,southkorea,184,0,0.00062125,0.00133941
ESP,ESP,spain,spain,184,1,0.59115094,0.71379495
ESP,SWE,spain,sweden,184,0,0.00831114,0.00820564
ESP,GBR,spain,unitedkingdom,184,0,0.03247172,0.01174651
ESP,USA,spain,unitedstates,184,0,0.001136,0.00144936
ESP,ROW,spain,zz_row,184,0,0.00902529,0.01026052
SWE,AUT,sweden,austria,184,0,0.01085135,0.00903758
SWE,CAN,sweden,canada,184,0,0.00360288,0.00228751
SWE,CHN,sweden,china,184,0,0.00132688,0.00067384
SWE,CZE,sweden,czechrepublic,184,0,0.00775933,0.00584186
SWE,DNK,sweden,denmark,184,0,0.11914745,0.07990777
SWE,FIN,sweden,finland,184,0,0.0702649,0.05768052
SWE,FRA,sweden,france,184,0,0.00789166,0.00541481
SWE,DEU,sweden,germany,184,0,0.0082963,0.01103405
SWE,GRC,sweden,greece,184,0,0.007282,0.00498926
SWE,IND,sweden,india,184,0,0.00462781,0.00060417
SWE,ITA,sweden,italy,184,0,0.00479724,0.00310581
SWE,JPN,sweden,japan,184,0,0.00100259,0.00068166
SWE,MEX,sweden,mexico,184,0,0.0023465,0.00070889
SWE,POL,sweden,poland,184,0,0.01566475,0.00925587
SWE,ROU,sweden,romania,184,0,0.00795221,0.00290311
SWE,KOR,sweden,southkorea,184,0,0.0014337,0.00054786
SWE,ESP,sweden,spain,184,0,0.00673835,0.00363388
SWE,SWE,sweden,sweden,184,1,0.44879429,0.5256341
SWE,GBR,sweden,unitedkingdom,184,0,0.01480523,0.0062774
SWE,USA,sweden,unitedstates,184,0,0.00287732,0.00186723
SWE,ROW,sweden,zz_row,184,0,0.00759528,0.00392159
GBR,AUT,unitedkingdom,austria,184,0,0.01963437,0.01427257
GBR,CAN,unitedkingdom,canada,184,0,0.0095114,0.0084131
GBR,CHN,unitedkingdom,china,184,0,0.0022128,0.00118026
GBR,CZE,unitedkingdom,czechrepublic,184,0,0.02124969,0.01483258
GBR,DNK,unitedkingdom,denmark,184,0,0.06105949,0.040875
GBR,FIN,unitedkingdom,finland,184,0,0.01868044,0.01749478
GBR,FRA,unitedkingdom,france,184,0,0.0416878,0.02581842
GBR,DEU,unitedkingdom,germany,184,0,0.02745958,0.02528532
GBR,GRC,unitedkingdom,greece,184,0,0.02091904,0.02259193
GBR,IND,unitedkingdom,india,184,0,0.01042481,0.00254649
GBR,ITA,unitedkingdom,italy,184,0,0.01509313,0.01032833
GBR,JPN,unitedkingdom,japan,184,0,0.00231656,0.00307261
GBR,MEX,unitedkingdom,mexico,184,0,0.00381077,0.00233668
GBR,POL,unitedkingdom,poland,184,0,0.01677568,0.01384791
GBR,ROU,unitedkingdom,romania,184,0,0.01668225,0.01618823
GBR,KOR,unitedkingdom,southkorea,184,0,0.00269509,0.00344771
GBR,ESP,unitedkingdom,spain,184,0,0.02396031,0.01786901
GBR,SWE,unitedkingdom,sweden,184,0,0.03824773,0.03266962
GBR,GBR,unitedkingdom,unitedkingdom,184,1,0.30264072,0.60799416
GBR,USA,unitedkingdom,unitedstates,184,0,0.0084614,0.00637729
GBR,ROW,unitedkingdom,zz_row,184,0,0.03834458,0.01784061
USA,AUT,unitedstates,austria,184,0,0.02380269,0.01080308
USA,CAN,unitedstates,canada,184,0,0.34297011,0.19434423
USA,CHN,unitedstates,china,184,0,0.01778464,0.01115994
USA,CZE,unitedstates,czechrepublic,184,0,0.01095488,0.00530586
USA,DNK,unitedstates,denmark,184,0,0.03071938,0.01156594
USA,FIN,unitedstates,finland,184,0,0.01454388,0.00411148
USA,FRA,unitedstates,france,184,0,0.03240501,0.01735442
USA,DEU,unitedstates,germany,184,0,0.02860616,0.015904
USA,GRC,unitedstates,greece,184,0,0.01179924,0.00568172
USA,IND,unitedstates,india,184,0,0.02227243,0.01036543
USA,ITA,unitedstates,italy,184,0,0.01285125,0.00764732
USA,JPN,unitedstates,japan,184,0,0.02354861,0.02039369
USA,MEX,unitedstates,mexico,184,0,0.26352069,0.1471355
USA,POL,unitedstates,poland,184,0,0.00945018,0.00340516
USA,ROU,unitedstates,romania,184,0,0.01596998,0.01176927
USA,KOR,unitedstates,southkorea,184,0,0.03774429,0.02379966
USA,ESP,unitedstates,spain,184,0,0.01214191,0.00569261
USA,SWE,unitedstates,sweden,184,0,0.02701092,0.00998842
USA,GBR,unitedstates,unitedkingdom,184,0,0.07348984,0.02660028
USA,USA,unitedstates,unitedstates,184,1,0.67484091,0.83348907
USA,ROW,unitedstates,zz_row,184,0,0.0537462,0.02836461
ROW,AUT,zz_row,austria,184,0,0.15478386,0.19021324
ROW,CAN,zz_row,canada,184,0,0.04787848,0.05457618
ROW,CHN,zz_row,china,184,0,0.07778209,0.05020286
ROW,CZE,zz_row,czechrepublic,184,0,0.16065328,0.13108616
ROW,DNK,zz_row,denmark,184,0,0.2244561,0.24185144
ROW,FIN,zz_row,finland,184,0,0.12194493,0.11597637
ROW,FRA,zz_row,france,184,0,0.15524226,0.15951716
ROW,DEU,zz_row,germany,184,0,0.17184959,0.20986343
ROW,GRC,zz_row,greece,184,0,0.11906357,0.12921334
ROW,IND,zz_row,india,184,0,0.10759418,0.06262985
ROW,ITA,zz_row,italy,184,0,0.08632319,0.09939372
ROW,JPN,zz_row,japan,184,0,0.0438638,0.04075589
ROW,MEX,zz_row,mexico,184,0,0.08460926,0.03285232
ROW,POL,zz_row,poland,184,0,0.12467875,0.0994705
ROW,ROU,zz_row,romania,184,0,0.14444545,0.1305815
ROW,KOR,zz_row,southkorea,184,0,0.06045827,0.04655594
ROW,ESP,zz_row,spain,184,0,0.10164428,0.11600676
ROW,SWE,zz_row,sweden,184,0,0.1503379,0.16838928
ROW,GBR,zz_row,unitedkingdom,184,0,0.22092022,0.17509417
ROW,USA,zz_row,unitedstates,184,0,0.06225103,0.0612529
ROW,ROW,zz_row,zz_row,184,1,0.65726308,0.77153662
AUT,AUT,austria,austria,185,1,0.2465119,0.34067913
AUT,CAN,austria,canada,185,0,0.00193071,0.0007118
AUT,CHN,austria,china,185,0,0.00072189,0.00021307
AUT,CZE,austria,czechrepublic,185,0,0.03162169,0.02830003
AUT,DNK,austria,denmark,185,0,0.01053235,0.00740025
AUT,FIN,austria,finland,185,0,0.00457398,0.0025796
